text,amount,category,payment_method,payment_provider,bank_account,text_source
paid 18217 for monthly stocks from Canara Bank account,18217,investment,unknown,,canara,voice
Added 10726 to PPF from my savings.,10726,investment,unknown,,,english
FD ke liye 8855 ka kharcha jupiter se kiya,8855,investment,UPI,jupiter,jupiter,hinglish
1312 invested in index fund today.,1312,Investment,unknown,,,english
  PVR ke liye 2719 ka recharge from Bandhan Bank with credit card ,2719,entertainment,upi,cred,Bandhan Bank,voice
eye clinic payment 2368.43 via Fi Money,2368.43,healthcare,upi,null,fi,ocr_receipt
"774.26 udd gaya Zomato pe khane mein, cash diya",774.26,food,cash,,,hinglish
Angel One SIP of 48488 paid using Visa,48488,investment,card,,,ocr_upi
6294 paid for lab tests at lab test using Union Bank PhonePe.,6294,healthcare,upi,phonepe,Union Bank,english
   14316 gone for installment   ,14316,emi,unknown,,,english
17729 transferred for credit card EMI using Mastercard,17729,emi,upi,cred,,ocr_upi
Recharged Zomato Gold for 1300 on Visa,1300,entertainment,card,,,english
6831 for lab/medicine at diagnostic center via niyo,6831,healthcare,Upi,niyo,Niyo,ocr_upi
physio ka 7636 ka bill Niyo ke card se pay,7636,shopping,upi,niyo,Niyo,hinglish
UPI payment to Apple Music for 1568 via credit card,1568,entertainment,upi,cred,,ocr_upi
Monthly Angel One auto-debit of 31059 via PayTM.,31059,investment,upi,paytm,,english
maintenance payment 4765 Fi,4765,utilities,upi,fi,Fi,english
7040 sent to Rahul for weekend plan expenses using CRED,7040,friends,upi,cred,,english
"Dominos bill paid, 606 via Mastercard",606,Food,card,,,ocr_upi
   restaurant bill paid 280 via card   ,280,food,card,,,english
"Pizza Hut ka online order, 315 debit hua cred se",315,food,upi,--,,hinglish
Ola recharge of 353.88 done with jupiter,353.88,travel,upi,jupiter,jupiter,ocr_upi
lab test payment 24388 by cash,0,Health,cash,,,ocr_upi
"Sneha ke liye book mangaayi, 5911.15 advance diya",5911.15,freind,unknown,,,hinglish
car loan EMI for 5509 done by Fi Money,5509,emi,upi,fi,Fi,voice
Swiggy ka bill 1819 paytm se clear kiya,1819,food,upi,None,,voice
  Topped up Groww with 22622.74 using phonepe. ,22622.74,invest,upi,phonepe,,english
cash to checkup for 22308.,22308,healthcare,cash,,,english
gas bill bill 2994 done via cash,2994,utilities,cash,,,english
Booked fees course for 38445.91 through Visa.,38445.91,education,card,,,ocr_upi
FirstCry order for 12812 using Visa,12812,shopping,upi,,fi,ocr_upi
water bill ( 4764 ) paid through gpay,4764,bills,upi,gpay,,ocr_upi
"  Ugh, Jio recharge ka bill aagaya tha, 3011 de diye jupiter pe  ",3011,utilites,upi,jupiter,jupiter,hinglish
"57511.49 ka course liya upGrad pe, card se payment hua",57511.49,study,card,,,hinglish
59297 for Coursera books on cash,59297,eduation,cash,,,english
i bought index fund worth 45495 using jupiter,45495,invstment,upi,jupiter,jupiter,voice
lab test ke 21307.32 paytm kar diye,21307.32,pharmacy,upi,paytm,,voice
Monthly education loan EMI 25279.19 paid by BHIM,25279.19,emi,upi,NA,,english
cash notification: 2535 paid to DTH recharge from Jupiter,2535,,upi,jupiter,Jupiter,ocr_upi
MakeMyTrip recharge 14036 from Fi Money account via debit card,14036,travel,upi,fi,fi,voice
stationery course fee 57686 paid with cred.,57686,education,upi,cred,,ocr_upi
i paid home loan EMI 33740 with debit card from State Bank,33740,emi,card,,State Bank,voice
Tata CLiQ order 5357.54 paid by Google Pay,5357.54,shopping,upi,gpay,,english
Groww ke liye 36364 invest kiya bhai,36364,investment,unknown,,,hinglish
"Neha se liya 8403 for cab share, Google Pay se",8403,friends,upi,gpay,,hinglish
  Paid 56255 for coaching with cash ,56255,education,cash,,,ocr_receipt
Debited 8496 for bike loan EMI via Visa,8496,loan,card,,,ocr_upi
   doctor consultation 22517 paid with Bank of Baroda PayTM   ,22517,healthcare,upi,paytm,bob,ocr_upi
Netmeds payment 709 via Mastercard,709,hospital,card,,,ocr_receipt
lab test ko 12234 ka installment Slice se,12234,healthcare,upi,slice,Slice,ocr_upi
"roommate ka birthday treat, 9301 contribute kiya cash",9301,friends,cash,,,hinglish
  main 8783.09 doctor ko Fi Money se de diya   ,8783.09,healthcar,upi,fi,Fi Money,voice
hospital admission pe advance 6735.35 diya card se,6735.35,pharmacy,card,,,voice
lab test ke liye 963.08 advance diya bhim pe,963.08,healthcare,UPI,bhim,,hinglish
"Priya ka birthday gift, contributed 7272 through CRED",7272,friends,upi,nan,,english
Burger King ko 1199 diya cash se,1199,food,Cash,,,hinglish
Paid back 7260 to Neha for the movie tickets using Slice,7260,friends,upi,slice,slice,english
dentist ka 10396 ka bill pay kiya cash ke through,10396,healthcare,cash,,,voice
Monthly EMI 32781.49 paid by phonepe,32781.49,emi,upi,nan,,english
electricity bill ki bill 1565.58 pay ki niyo se,1565.58,healthcare,upi,niyo,niyo,english
"   upGrad se material mangaya, 5173 diye Phone Pe se  ",5173,education,upi,phonepe,,hinglish
"8595 repaid to Sneha for the book, used cash",8595,friends,cash,,,english
Airtel recharge recharge of 1898 done via GPay,1898,entertainment,upi,gpay,,voice
bike loan EMI auto-debit of 7753.35 from on jupiter,7753.35,installment,Upi,nan,jupiter,ocr_upi
EMI ka 4499 card se diya,4499,loans,card,,,hinglish
Starbucks 155 wala order cash se kiya,155,food,cash,,,english
"4220.60 rent ke liye de diye yaar, Google Pay se",4220.60,utilities,upi,gpay,,hinglish
19472 paid for lab tests at doctor using Fi cash.,19472,healthcare,upi,--,fi,english
  4494.60 sent to flatmate for weekend plan expenses using PhonePe   ,4494.60,None,upi,phonepe,,english
  Petrol 7377.15 at Rapido.   ,7377.15,travell,unknown,,,english
2340.31 eye clinic ko transfer kiya niyo se,2340.31,Health,UPI,niyo,niyo,hinglish
"Tata CLiQ pe 9080 spend kare, cash ke saath",9080,shopping,cash,,,hinglish
Lenskart order 16716 paid by paytm,16716,nan,upi,paytm,,english
Paid 5462 for Rapido ride with Paytm.,5462,travel,upi,paytm,,english
Visa use karke credit card EMI ka 4927.62 dedo,4927.62,loans,upi,cred,,hinglish
gold mein 12655 add kiya cred se,12655,investment,upi,,,hinglish
metro booking for 5584.81 using Google Pay,5584.81,travel,upi,gpay,,ocr_upi
"   friend ka birthday treat, 9123 contribute kiya cash   ",9123,Friends,cash,,,hinglish
Netflix pe 1306 ka payment niyo se kar diya,1306,entertainment,upi,niyo,niyo,voice
   broadband ( 4161 ) paid through cash  ,4161,utilities,cash,,,ocr_upi
electronics store order for 28896 using credit card,28896,shopping,upi,cred,,ocr_upi
JioCinema annual plan 824 from account,824,entertainment,unknown,,,english
Sneha ke saath dinner ka hissa 3751 cred kiya,3751,Friends,upi,None,,hinglish
mutual fund SIP ke liye 11642 ka payment credit card kiya,0,mutual fund,upi,cred,,voice
"Dinner at McDonald's 525.04 rupees, slice",525.04,meal,upi,slice,slice,english
Payment to Starbucks for 615 using Niyo,615,food,upi,niyo,niyo,ocr_upi
upGrad 9757 debit via Niyo Fi,9757,education,upi,fi,Niyo,ocr_receipt
paid 9203 for petrol pump via phonepe upi,9203,travel,upi,phonepe,,voice
"education loan EMI kharcha, 2163 via credit card",2163,emi,upi,cred,,ocr_upi
bhai PVR ka bill 1689 de diya cred pe,1689,entertainment,upi,cred,,voice
"220 udd gaya Zomato pe khane mein, cash diya",220,food,cash,,,hinglish
aaj credit card EMI ka 12636 bheja CRED kar ke,12636,installment,UPI,cred,,voice
3200 for water bill using PhonePe card,3200,utilities,upi,phonepe,,english
"Flipkart shopping, 10130.99 by Phone Pe",10130.99,shopping,upi,phonepe,,english
56755.39 exam fee coaching fee paytm se,56755.39,eduation,Upi,paytm,,voice
Quick electronics store purchase for 13179.21,13179.21,Shopping,unknown,,,english
Food expense at dhaba 2245.99 by slice,2245.99,food,upi,slice,slice,english
"credit card EMI kharcha, 10035 via card",10035,emi,upi,cred,,ocr_upi
hospital admission pe advance 21156 diya card se,21156,healthcare,card,,,voice
car loan EMI ka 39609 cash se diya,None,emi,cash,,,hinglish
Zomato Gold membership renewal 1003 via niyo,1003,Entertainment,upi,niyo,Niyo,english
Croma bill payment 20135 via PayTM,20135,shopping,upi,paytm,,ocr_receipt
"1378 rupee Pizza Hut ke liye nikle, cash use kiya",1378,food,cash,,,hinglish
   23085 education loan EMI ke liye se pay kiya  ,NA,investment,unknown,,,hinglish
Bus ticket on IndiGo for 2049.,2049,travell,unknown,,,english
coaching ke liye 42249 gpay se,42249,education,upi,gpay,,english
personal loan EMI for 16870 using Canara Visa,16870,emi,card,,Canara Bank,ocr_receipt
"1628 rupee JioMart ke liye nikle, Slice use kiya",1628,food,upi,,slice,hinglish
woh 4453 jo Karan ne manga tha paid by Fi,4453,Friends,upi,--,fi,voice
13975 spent on RedBus using Niyo,13975,travel,upi,niyo,Niyo,voice
Starbucks ka khana 2458.51 ka pay se payment hua,2458.51,food,unknown,,,voice
main ne PVR ke liye 1412 spend kiye phonepe se,1412,entertainment,upi,phonepe,,voice
"Sneha ka birthday gift, contributed 4955.95 through cash",4955.95,friends,cash,,,english
"Arjun me 7506 udhaar diya, gpay se",7506,friends,upi,null,,english
Flipkart 6543 debit BHIM Bandhan Bank,6543,food,upi,bhim,bandhan,ocr_receipt
  MakeMyTrip se 12425.33 ka recharge cash kiya ,12425.33,travel,cash,,,ocr_receipt
"Bhai, education loan EMI ka 2178 de diya cash se",2178,loans,cash,,,hinglish
"Cleartrip flight booking 13679.94, paid by Phone Pe.",13679.94,fuel,upi,phonepe,,english
39451 index fund mein daale via cred,39451,invest,upi,null,,hinglish
null,10089,travel,upi,slice,Slice,hinglish
Hotstar monthly fee 2567 through SBI card,2567,entertainment,card,,SBI,ocr_receipt
40008 for Coursera books on PhonePe,40008,eduation,upi,phonepe,,english
Petrol 11987 at Air India.,11987,Transport,unknown,,,english
16211.19 for bike loan EMI paid from PNB,16211.19,emi,unknown,,pnb,hinglish
18522 invested in mutual fund SIP through Union Bank,18522,investment,unknown,,union bank,ocr_upi
"3909.22 Jio recharge ke liye de diye yaar, cred se",3909.22,null,upi,cred,,hinglish
phonepe se Apple Music ko 885 pay kiya,885,entertainment,upi,phonepe,,english
"Went to JioCinema, spent 2526, paid by Mastercard",2526,leisure,card,,,english
1701.28 sister ko diya for movie tickets via Niyo,1701.28,friends,upi,niyo,niyo,hinglish
"Udemy se material mangaya, 11771 diye Niyo se",11771,school,upi,niyo,niyo,hinglish
Paid back 2487 to Neha for the movie tickets using bhim,2487,friends,upi,bhim,,english
410 spent on PVR subscription GPay,410,entertainment,upi,gpay,,ocr_receipt
Paid Allen coaching fees 2517 via bhim,2517,education,upi,bhim,,english
   merchant ne 1791 liya cash mein for checkup   ,1791,healthcare,Cash,,,voice
EMI 20784.57 to Bandhan using Fi,20784.57,emi,upi,NA,bandhan,ocr_receipt
Education fee 35318.14 paid to stationery using cash from Union Bank.,35318.14,Education,cash,,union bank,ocr_upi
"3736 mobile recharge ke liye de diye yaar, BHIM se",3736,utilities,upi,bhim,,hinglish
doctor checkup fee 17351.26,17351.26,healthcare,unknown,,,ocr_receipt
Steam annual plan 467 from Slice account,467,entertainment,upi,slice,slice,english
water bill ( 997 ) paid through Visa,997,utility,card,,,ocr_upi
None,24438.82,emi,card,,,voice
Payment to Ajio for 23477 via cash from Federal Bank,23477,shopping,cash,,Federal Bank,english
checkup consultation 17986 paid with Mastercard,17986,,card,,,ocr_upi
exam fee course fee 58985 transferred via cash,58985,education,cash,,,voice
Pizza from mess for 2132.92 on Fi,2132.92,foods,upi,fi,fi,english
Quick bite Zepto 466.46 credit card,466.46,foods,upi,cred,,ocr_receipt
2531.95 for SonyLIV via Phone Pe from IDFC,2531.95,entertainment,upi,phonepe,idfc,english
restaurant 2384 wala order Mastercard se kiya,2384,dining,card,,,english
Flipkart online order 14038 paid by slice,14038,shoping,upi,slice,slice,ocr_receipt
DTH recharge payment 1898 cash,1898,utilities,cash,,,english
maintenance ka bill 1393 card se diya,1393,bills,card,,,hinglish
flatmate ko 1705 udhaar diya gpay se,1705,friends,upi,gpay,,hinglish
installment ka bill 37706 paid with credit card,37706,emi,upi,nan,,ocr_receipt
Priya recharge of 312 via Google Pay.,312,friends,upi,gpay,,ocr_upi
   29337 ki credit card EMI bhari Slice ke through   ,29337,nan,upi,cred,Slice,hinglish
main Cleartrip ko 13049 pay kiya card ke through,13049,travel,card,,,voice
"Just cleared my DTH recharge, 3646.32 paid on Jupiter",3646.32,utilities,upi,jupiter,jupiter,english
checkup consultation fee 17886 gpay pe.,17886,healthcare,upi,,,english
Topped up recurring deposit with 24177 using Paytm.,,investment,upi,gpay,,english
52762 for stationery books on cash,52762,education,cash,,,english
credit card EMI ka EMI 26722.74 auto debit hogaya,26722.74,emi,upi,cred,,hinglish
Payment to Blinkit for 2269 using gpay,2269,food,upi,nan,,ocr_upi
6619 ka car loan EMI bhej diya Slice se,6619,loans,upi,NA,Slice,hinglish
"Lenskart pe 16617 spend kare, cash ke saath",16617,shopping,Cash,,,hinglish
UPI payment of 574.20 for DTH recharge via Phone Pe,574.20,utilites,upi,phonepe,,ocr_upi
Zepto 1887 wala order Fi Money se kiya,1887,food,upi,fi,fi,english
   stocks mein 44296 add kiya cash se   ,44296,invest,cash,,,hinglish
  Monthly index fund auto-debit of 39695 via Fi Money.  ,39695,investment,upi,--,fi,english
"Bhai, Flipkart se 493.01 ka saman liya cash diya",493.01,shopping,CASH,,,hinglish
UPI payment to Hotstar for 1407 via Mastercard,1407,entertainment,card,,,ocr_upi
"Karan paid me back 328 for the concert, got it in Yes Bank via gpay",328,p2p,Upi,gpay,yes bank,english
Zomato Gold pe movie dekhne ka 1171 spend kiya,1171,leisure,unknown,,,hinglish
   5615 sip in gold through IndusInd.   ,5615,Investment,unknown,,indusind,english
Mastercard use karke education loan EMI ka 15338 dedo,15338,emi,card,,,hinglish
   33157.36 installment ke liye YES BANK se pay kiya  ,33157.36,loan,unknown,,yes bank,hinglish
aaj EMI ka 38713 bheja card kar ke,38713,emi,card,,,voice
electricity bill ke liye 2848.35 ka payment kiya niyo se,2848.35,utilities,upi,niyo,Niyo,hinglish
Bought stuff from Reliance Digital for 11043.52 using slice,11043.52,shopping,upi,slice,Slice,english
7721 paid via Slice for flatmate.,7721,Friends,upi,slice,slice,ocr_upi
31423.96 deducted for exam fee subscription on debit card.,31423.96,tution,card,,,ocr_upi
   Flipkart ke liye 13052 ka payment cash se kiya   ,13052,shopping,cash,,,english
PPF ke liye 26899 invest kiya bhai,26899,investment,unknown,,,hinglish
Paid checkup 11926 from,11926,healthcare,unknown,,,ocr_upi
bhai ke saath Zomato mein khana khaya 656 ka bill Visa se,656,restuarant,card,,,voice
jupiter se 2226.43 concert ko,2226.43,OTT,upi,jupiter,Jupiter,ocr_upi
EMI for bike loan EMI - 8568.16 using credit card,8568.16,emi,upi,--,,english
MakeMyTrip se 644 ka recharge karaya.,644,travel,Unknown,,,english
Monthly Apple Music subscription 1036 by debit card,1036,Entertainment,card,,,english
Bewakoof - 18785 debited by slice,18785,retail,upi,slice,slice,ocr_upi
Investment in Angel One for 44547.84 from Fi Money,44547.84,Investment,Upi,fi,Fi,ocr_upi
friend se 2391 wapas liya cash mein,2391,friends,cash,,,hinglish
--,31166.55,tution,upi,null,niyo,english
PVR movie 141 mein book kardi account se,141,OTT,unknown,,,hinglish
FirstCry ko 10375 transfer kiye Federal Bank card se,10375,shopping,upi,fi,federal bank,hinglish
,12592,purchase,upi,fi,niyo,english
1978.51 paid towards bike loan EMI through cred,1978.51,EMI,upi,cred,,ocr_upi
Successful payment of 3377 to water bill with jupiter,3377,utilities,upi,jupiter,jupiter,ocr_upi
Paid 29295.31 for exam fee fees via debit card from Union Bank.,29295.31,eduation,card,,union bank,ocr_upi
Recharge for electricity bill 665 via Fi,665,Utilities,UPI,NA,fi,ocr_receipt
main 4818 Jio recharge ka bill bhara,4818,utilities,unknown,,,voice
Paid 2730.20 for DTH recharge through phonepe,2730.20,utilities,upi,None,,english
aaj school fees ko 29925 bheja Visa ke through,-29925,tution,card,,,voice
2147 ka Airtel recharge payment done via cash,2147,utilities,cash,,,hinglish
Nykaa transaction: 7679.29 via cash from Kotak Mahindra,7679.29,shopping,cash,,Kotak Mahindra,ocr_upi
18732 invested in NPS today.,18732,utilities,unknown,,,english
Fees for school fees 16985 paid by cash,null,education,cash,,,english
i paid 11764 for Indian Oil using Paytm,--,travel,upi,gpay,,voice
  car loan EMI EMI of 12068 done with debit card   ,12068,loans,Card,,,ocr_upi
netmeds ka order 8777 upi se clear kardia,8777,healthcare,unknown,,,voice
Paid 4877.86 for electricity bill through cash,4877.86,utilities,cash,,,english
19202 payment at lab test using Phone Pe,19202,Health,upi,phonepe,,ocr_upi
Spotify ke live concert ke liye 1960 pay kiye Fi Money se,1960,OTT,upi,nan,fi,hinglish
  8488 ki Angel One ki purchase slice se  ,8488,invest,upi,slice,slice,hinglish
  SpiceJet se 2680.46 ka bill clear kiya Slice ke through  ,2680.46,travel,upi,slice,slice,hinglish
"Sneha ne 7082 maanga tha, wapas kiya gpay pe",7082,friends,upi,gpay,,hinglish
"wifi bill ka recharge kiya hai 3538 ka, Fi Money pe",3538,utilities,upi,fi,fi,hinglish
"Dominos meal, paid 609 via Visa",609,food,Card,,,ocr_upi
   Udemy material 44927 through phonepe  ,44927,education,upi,nan,,english
"Lunch at Box8 for 1988, paid by cash",1988,food,cash,,,hinglish
18192.84 payment at PharmEasy using BHIM,18192.84,healthcar,upi,bhim,,ocr_upi
Fees ka 55702 pay kardiya,55702,education,unknown,,,hinglish
Udemy subscription renew kiya 31764.57 ka,31764.57,education,unknown,,,hinglish
"Split the hotel cost with Sneha, my part 802 cash",802,peer,cash,,,english
PPF transaction for 3104.42 through bhim,3104.42,investment,upi,bhim,,ocr_receipt
4412.40 friend ko diya for movie tickets via CRED,4412.40,friends,upi,cred,,hinglish
--,1059,retail,unknown,,,english
main PVR ke liye 2693.94 pay kiya using cash,2693.94,Entertainment,cash,,,voice
46721 transferred for Udemy course fee,46721,Education,unknown,,,english
"For Sneha's treat, paid 9660 by CRED from",9660,friends,upi,cred,,english
Bought stuff from Croma for 13871 using Niyo,13871,shopping,upi,niyo,Niyo,english
Amazon order for 16575.80 using Visa,16575.80,shopping,card,,,ocr_upi
UPI payment to Steam for 2428 via card,2428,movies,card,,,ocr_upi
1757.49 INOX ki membership renew kardi Fi pe se,1757.49,entertainment,upi,fi,Fi,hinglish
personal loan EMI 14684.68 paid via bhim from Indusind Bank,14684.68,loan,upi,bhim,indusind,ocr_receipt
Paid 17786.36 for online course on Coursera via cred.,17786.36,tution,upi,cred,,ocr_upi
Myntra ka bill 13177 paid by Visa,13177,shopping,card,,,voice
  cash se Steam ko 354 transfer for entertainment   ,354,leisure,cash,,,hinglish
  Niyo payment of 2294 to Pizza Hut successful   ,2294,meal,upi,niyo,niyo,ocr_upi
"  Starbucks ka online order, 2417 debit hua cash se   ",2417,grocery,card,,,hinglish
lab test pe 23925 ka payment RBL card se,23925,healthcar,card,,rbl,hinglish
"Ola ne 4959 ka ride liya, payment cash se",4959,travel,cash,,,hinglish
8631.00 sent to friend for weekend plan expenses using Niyo,8631.00,transfer,upi,null,niyo,english
aaj Meesho par kharcha 6140.07 debit card,6140.07,shopping,card,,,voice
PPF ke liye 674 ka payment PayTM se kiya.,674,investment,upi,paytm,,english
Spent 38894 on upGrad course materials,38894,eduation,unknown,,,ocr_receipt
Auto-payment for recurring deposit of 12619 from .,12619,investment,unknown,,,english
mobile recharge recharge 3036 kiya Slice pe,3036,utilities,upi,slice,slice,voice
Airtel recharge ke liye 2415 paytm kara,2415,recharge,upi,paytm,,voice
"942 Airtel recharge ke liye de diye yaar, Paytm se",942,utility,upi,,,hinglish
diagnostic center se medicine li 182 ka cash kiya,182,healthcare,cash,,,hinglish
checkup ka 13662 ka bill pay kiya cash ke through,13662,pharmacy,cash,,,voice
Payment of 56751 to stationery successful on cash.,56751,eduation,cash,,,ocr_upi
4479.92 paid via cash for Arjun.,4479.92,friends,cash,,,ocr_upi
425.25 BookMyShow ki membership renew kardi BHIM pe se,425.25,entertainment,upi,NA,,hinglish
Sneha ko 1512 udhaar diya CRED se,1512,transfer,upi,cred,,hinglish
Invested 48820 in PPF using Google Pay.,48820,investment,upi,gpay,,english
just paid 31881.13 towards EMI using Mastercard,31881.13,emi,card,,,voice
Invested 16871 in index fund using phonepe.,16871,investment,upi,phonepe,,english
auto ki app se 12331 ka ticket liya Mastercard se,12331,travel,card,,,hinglish
Booked Ola ticket for 4612.35 via cash,4612.35,commute,cash,,,ocr_upi
55390.48 spent on Allen coaching using cash,55390.48,education,CASH,,,english
"2647 debit hua concert ke liye, payment method BHIM",2647,entrtainment,upi,bhim,,hinglish
index fund auto debit of 46090 successful on CRED,46090,investment,upi,--,,ocr_upi
gas bill 3852 paid through Niyo from,3852,utilities,Upi,,niyo,voice
Chai-samosa ke liye mess mein 2026 spend kiye slice pe,2026,meal,upi,--,slice,hinglish
4507 paid for lab tests at MedPlus using Federal Bank phonepe.,4507,healthcare,upi,phonepe,federal bank,english
aaj Bewakoof order 600 debit hua BHIM se,600,shopping,upi,bhim,,voice
"Box8 se biryani mangwai, 447.62 pay kiya Niyo card se",447.62,food,upi,niyo,niyo,hinglish
   checkup 2187 UPI CRED.  ,2187,medical,upi,cred,,english
Dentist visit 4740.64 done through cash.,4740.64,hospital,cash,,,english
39389.65 for credit card EMI through card,39389.65,loans,upi,None,,english
1473 sip in Angel One through .,1473,investment,unknown,,,english
Lunch at cafe 1472 niyo,1472,dining,upi,niyo,niyo,ocr_receipt
null,10930.73,Investment,upi,gpay,,ocr_upi
maintenance recharge 1431.85 kiya card pe,1431.85,utility,card,,,voice
Hotstar pe 376 ka payment gpay se kar diya,376,movies,upi,gpay,,voice
Monthly stocks auto-debit of 47272 via PhonePe.,47272,investment,upi,nan,,english
"13413.27 ka petrol SpiceJet pe bharaya, cash se payment",13413.27,travel,cash,,,hinglish
Netmeds consultation fee 12875 debit card pe.,12875,healthcare,card,,,english
SpiceJet se 7526 ka recharge Jupiter card se kiya,7526,travel,upi,jupiter,jupiter,hinglish
PVR mein 600 ka payment BHIM se,600,entertainment,upi,bhim,,ocr_receipt
Invested 7687 in stocks using slice.,7687,mutual fund,upi,slice,slice,english
6997 spent on stationery using CRED,6997,tution,upi,NA,,english
Travel expense 12906 for petrol pump using Jupiter.,12906,travell,upi,jupiter,jupiter,english
44385 sent to coaching for coaching using cred.,44385,education,upi,nan,,ocr_upi
  SpiceJet ke liye 1461 ka payment Niyo se kiya.  ,1461,fuel,upi,niyo,niyo,english
Swiggy bill paid 372 via Fi Money,372,food,upi,fi,Fi Money,english
IndiGo ke ticket ke liye 14128 pay kiya cash pe,14128,travel,cash,,,hinglish
"6960 gaye Croma pe, PayTM se settle kiya",6960,purchase,upi,paytm,,hinglish
"H&M shopping, 16340 by cash",16340,Shopping,cash,,,english
"Sneha ne 8778.19 maanga tha, wapas kiya BHIM pe",8778.19,friends,upi,bhim,,hinglish
coaching subscription renew 4268 Visa,4268,school,card,,,voice
i paid installment 22975 with Mastercard from Niyo,22975,installment,upi,niyo,niyo,voice
Paid 10106 to Myntra via bhim,10106,Shopping,upi,bhim,,ocr_upi
lab test ke liye 17758 advance diya jupiter pe,17758,healthcare,upi,jupiter,jupiter,hinglish
Pizza from dhaba for 475 on phonepe,475,food,upi,phonepe,,english
credit card EMI installment 7040.44 through debit card,7040.44,emi,upi,cred,,ocr_receipt
mutual fund SIP ke liye 21639 ka payment phonepe kiya,21639,Investment,upi,phonepe,,voice
just paid 27638 towards credit card EMI using Phone Pe,27638,emi,upi,phonepe,,voice
  Direct jupiter se McDonald's ko 1250 transfer kiya khane ka  ,1250,food,Upi,jupiter,jupiter,hinglish
maine Zara pe 11989 spend kiye phonepe ke through,11989,emi,upi,phonepe,,voice
"doctor mein 19432.69 ka kharcha, Phone Pe","19,432.69",healthcare,Upi,phonepe,,ocr_receipt
   Booked school fees course for 38059 through Jupiter.  ,38059,education,Upi,jupiter,jupiter,ocr_upi
"Lunch at restaurant for 629.21, paid by Slice",629.21,food,upi,slice,slice,hinglish
   Lunch at Starbucks for 216.75 paid by cash   ,216.75,dining,cash,,,english
Uber booking amount 3442 with Slice cred,3442,travel,upi,NA,Slice,ocr_receipt
Sent 10262 for MakeMyTrip via jupiter from Jupiter.,10262,travel,Upi,--,jupiter,english
lab test ka payment 11431.19 Phone Pe se diya,11431.19,shopping,upi,phonepe,,hinglish
MakeMyTrip ki booking karne pe 14299.17 lag gaye cred se,14299.17,travel,upi,cred,,hinglish
Paid back 8098 to Rahul for the movie tickets using Jupiter,8098,friends,upi,jupiter,jupiter,english
main metro ko 6000 de diya cash me,6000,travell,Cash,,,voice
fees 28566.56 fees ko diya cash,28566.56,education,cash,,,voice
33915 invested in Angel One today.,33915,investment,Unknown,,,english
Transferred 27642 to my mutual fund SIP from IDFC First.,27642,investment,Upi,fi,idfc,english
broadband ka bill pay kiya 1669 GPay se,1669,utilities,upi,gpay,,hinglish
46385 crypto mein daale via Niyo,46385,invstment,upi,niyo,Niyo,hinglish
"Just cleared my DTH recharge, 3259 paid on niyo",3259,utilities,upi,niyo,Niyo,english
Paid 24263 for course fees via cash from Kotak.,24263,education,cash,,Kotak,ocr_upi
Foodpanda order from cafe 960.63 card,960.63,food,card,,,ocr_receipt
15856 bike loan EMI ke liye RBL Bank se pay kiya,15856,installment,unknown,,RBL,hinglish
Air India pe 10553 spend kiye using ICICI Bank UPI,10553,travel,unknown,,ICICI,hinglish
upGrad pe 48981 ka payment credit card kiya,48981,education,upi,cred,,hinglish
Mastercard payment of 984 to JioMart successful,984,food,card,,,ocr_upi
course pe 44904 ka payment cash kiya,44904,study,cash,,,hinglish
Monthly installment of 22193 paid via Mastercard,22193,installment,card,,,hinglish
JioCinema 2248 wala plan le liya GPay through BOB,2248,leisure,upi,gpay,bob,voice
19801 paid to Flipkart from Niyo account via Mastercard,19801,shopping,upi,niyo,niyo,ocr_upi
  Sneha ko 8344 gift sent via paytm  ,8344,friends,upi,paytm,,ocr_receipt
"Ananya ke liye book mangaayi, 3743 advance diya",3743,p2p,unknown,,,hinglish
"Bhai, wifi bill ka bill clear kar diya 1770 ka, Kotak ke card se",1770,recharge,upi,fi,kotak,hinglish
Quick bite at Starbucks 394 with Bandhan bhim,394,food,upi,bhim,bandhan,english
Dentist visit 12938 done through card.,12938,healthcare,card,,,english
diagnostic center 10873 UPI cash.,10873,hospital,cash,,,english
"BigBasket pe khana 1267.55, UPI bhim",1267.55,grocery,upi,NA,,english
Booked Air India ticket for 7941 via BHIM.,7941,commute,upi,bhim,,english
doctor ko checkup ke 13319 cash diye,13319,hospital,cash,,,hinglish
tuition course 48149 by Mastercard,0,education,card,,,english
installment ka 3323 transfer debit card se ho gaya,3323,emi,card,,,voice
15474 paid for lab tests at doctor using Canara bhim.,15474,healthcare,upi,bhim,Canara Bank,english
"Just cleared my gas bill, 139 paid on debit card",139,utilities,card,,,english
Rapido se 7862 ka recharge HDFC card se kiya,7862,travel,card,,hdfc,hinglish
Visa se electricity bill ko 4011 transfer kiya,4011,bills,card,,,hinglish
"1585 udd gaya canteen pe khane mein, cash diya",1585,food,cash,,,hinglish
"Quick bite from Blinkit, cost 612, used Jupiter",612,nan,upi,jupiter,jupiter,hinglish
aaj Tata CLiQ par kharcha 1069 gpay,1069,shopping,upi,gpay,,voice
electronics store 19512 credit card se cut gaya Canara Bank,19512,None,upi,cred,canara,voice
physio ka payment 510 cash se diya,510,healthcar,CASH,,,hinglish
"friend sent 6371.51 for the cab, received on Fi",6371.51,friends,upi,nan,fi,english
auto for 6100 using cash,6100,NA,cash,,,voice
Zara 24675 cash,24675,shopping,cash,,,ocr_receipt
