text,amount,category,payment_method,payment_provider,bank_account,text_source
Yatra recharge 3069.13 from YES BANK account via cash,3069.13,travel,cash,,yes bank,voice
For checkup at diagnostic center 4429 rupees Visa se.,4429,healthcare,card,,,english
hospital ke paise 3118 jupiter se deduct hue,3118,healthcare,upi,jupiter,jupiter,hinglish
PharmEasy 14194 rupees paid with Visa,14194,healthcare,card,,,ocr_receipt
Steam ke liye 1175 ka payment phonepe se kiya,1175,entertainment,upi,phonepe,,hinglish
merchant ne 11412 liya cash mein for checkup,11412,healthcare,cash,,,voice
"Online order on H&M for 26428.45, paid by cash",26428.45,shopping,cash,,,english
2389 debited for PVR by slice,2389,entertainment,upi,slice,slice,ocr_upi
"Dinner at mess 1133 rupees, PhonePe",1133,food,upi,phonepe,,english
eye clinic ka payment 14090 Mastercard se diya,14090,healthcare,card,,,hinglish
upGrad ke liye 41341 pay kiye Federal Bank card se,41341,education,card,,federal bank,hinglish
37852 paid towards education loan EMI through debit card,37852,emi,card,,,ocr_upi
main 4627 Airtel recharge ka bill bhara,4627,utilities,unknown,,,voice
aaj EMI ka 35770 bheja Mastercard kar ke,35770,emi,card,,,voice
15558 paid for lab tests at dentist using ICICI Niyo.,15558,healthcare,upi,niyo,icici,english
HP petrol ki booking karne pe 11884 lag gaye Fi Money se,11884,travel,upi,fi,fi,hinglish
"Cleartrip ne 6661 ka ride liya, payment cash se",6661,travel,cash,,,hinglish
checkup ka bill 11730.04 Fi Money pe clear kiya,11730.04,healthcare,upi,fi,fi,hinglish
Topped up Angel One with 4879 using CRED.,4879,investment,upi,cred,,english
concert bill paid 104 Visa,104,entertainment,card,,,ocr_upi
Just paid 25883 for my education loan EMI,25883,emi,unknown,,,english
Movie at SonyLIV 1634 with Paytm,1634,entertainment,upi,paytm,,english
PayTM se Zomato ko 2343 ka bill,2343,food,upi,paytm,,ocr_upi
"Subway bill paid, 1382 via cash",1382,food,cash,,,ocr_upi
Amazon shopping: 5484 paid with cash,5484,shopping,cash,,,ocr_upi
"Zara order paid, 19366 deducted via cash",19366,shopping,cash,,,hinglish
Paid 708 for Jio recharge through cash,708,utilities,cash,,,english
Shopped at Flipkart for 28807.19,28807.19,shopping,unknown,,,english
496 paid via CRED for maintenance services,496,utilities,upi,cred,,ocr_upi
"IndiGo ne 13753 ka ride liya, payment cred se",13753,travel,upi,cred,,hinglish
MedPlus ke liye 14321 pay kiya cash se,14321,healthcare,cash,,,hinglish
11713 paid to Meesho from IDFC First account via Niyo,11713,shopping,upi,fi,idfc,ocr_upi
Bus ticket on Uber for 1242.,1242,travel,unknown,,,english
Sneha ke birthday gift mein chip in 5451 via BHIM,5451,friends,upi,bhim,,voice
INOX recharge for 1762 via Fi Money,1762,entertainment,upi,fi,fi,ocr_receipt
Fi se education loan EMI ke 9778 pay kiye,9778,emi,upi,fi,fi,hinglish
maine Amazon pe 22530.87 spend kiye Fi Money ke through,22530.87,shopping,upi,fi,fi,voice
"Reliance Digital pe 26528 spend kare, Niyo ke saath",26528,shopping,upi,niyo,niyo,hinglish
electronics store ka payment 9535 Jupiter wallet se,9535,shopping,upi,jupiter,jupiter,voice
books course fee 15045.41 paid with CRED.,15045.41,education,upi,cred,,ocr_upi
"3136 water bill ke liye de diye yaar, gpay se",3136,utilities,upi,gpay,,hinglish
books pe 21589 ka payment BHIM kiya,21589,education,upi,bhim,,hinglish
Coursera course 15739 by cash,15739,education,cash,,,english
BookMyShow membership renewal 2694 via cash,2694,entertainment,cash,,,english
aaj PVR movie for 510.93 on gpay from Indusind Bank,510.93,entertainment,upi,gpay,indusind,voice
i just did Netflix subscription for 1665 through bhim,1665,entertainment,upi,bhim,,voice
BHIM use karke EMI ka 16169.87 dedo,16169.87,emi,upi,bhim,,hinglish
Food expense at Subway 137.93 by BHIM,137.93,food,upi,bhim,,english
"JioMart se biryani mangwai, 287 pay kiya RBL card se",287,food,card,,rbl,hinglish
main 3462 DTH recharge ka bill bhara,3462,utilities,unknown,,,voice
roommate ko 5672 bheje Google Pay se.,5672,friends,upi,gpay,,ocr_upi
"13674 gaye FirstCry pe, Paytm se settle kiya",13674,shopping,upi,paytm,fi,hinglish
diagnostic center ka 14860.73 ka bill pay kiya cash ke through,14860.73,healthcare,cash,,,voice
main EMI ka installment 26168.18 paytm se de diya,26168.18,emi,upi,paytm,,voice
Fees for coaching 2688.33 paid by Jupiter,2688.33,education,upi,jupiter,jupiter,english
main Hotstar ke liye 2616.09 pay kiya using cash,2616.09,entertainment,cash,,,voice
Payment to dhaba for 1760 using phonepe,1760,food,upi,phonepe,,ocr_upi
Bewakoof ko 1585.39 transfer kiye IDFC First card se,1585.39,shopping,upi,fi,idfc,hinglish
Slice se Apple Music ko 2363 pay kiya,2363,entertainment,upi,slice,slice,english
KFC pe 1807 ka bill Slice kiya,1807,food,upi,slice,slice,hinglish
Mastercard se 1951 Hotstar ko,1951,entertainment,card,,,ocr_upi
"Dinner bill split with brother, my share 9885 on Fi",9885,friends,upi,fi,fi,english
Cleartrip ke liye 1679 ka bill paytm se clear,1679,travel,upi,paytm,,voice
mall order 25869.35 paid by Fi Money,25869.35,shopping,upi,fi,fi,english
"Flipkart se 29420 ka maal aaya, CRED se pay kiya",29420,shopping,upi,cred,,hinglish
8013 coaching ka payment kar diya gpay pe,8013,education,upi,gpay,,hinglish
Meesho recharge 15327.45 card,15327.45,shopping,card,,,ocr_receipt
"Nykaa se 25142.12 ka maal aaya, CRED se pay kiya",25142.12,shopping,upi,cred,,hinglish
Recurring payment to Groww for 16879 via Fi Money,16879,investment,upi,gpay,fi,ocr_upi
Groww ko 34164.07 transfer kiya gpay ke through,34164.07,investment,upi,gpay,,hinglish
MakeMyTrip ke liye 1762 Visa se diya,1762,travel,card,,,hinglish
coaching subscription renew 45494 slice,45494,education,upi,slice,slice,voice
2975 Netflix ki membership renew kardi jupiter pe se,2975,entertainment,upi,jupiter,jupiter,hinglish
restaurant 2384 wala order Mastercard se kiya,2384,food,card,,,english
i just did SonyLIV subscription for 1048 through card,1048,entertainment,card,,,voice
car loan EMI of 35575 paid via credit card,35575,emi,upi,cred,,ocr_upi
"Dinner bill split with Sneha, my share 4510.58 on PhonePe",4510.58,friends,upi,phonepe,,english
14509 for credit card EMI paid from Slice,14509,emi,upi,cred,slice,hinglish
mutual fund SIP ki installment 31210 paid with BHIM,31210,investment,upi,bhim,,voice
woh 534 jo Neha ne manga tha paid by Paytm,534,friends,upi,paytm,,voice
Apple Music movie 624 mein book kardi Jupiter account se,624,entertainment,upi,jupiter,jupiter,hinglish
13864 spent on Yatra through Union Bank card.,13864,travel,card,,union bank,english
Foodpanda order from Blinkit 1629.97 paytm,1629.97,food,upi,paytm,,ocr_receipt
EMI for 8466 done by cred,8466,emi,upi,cred,,voice
FD pe 10135 lagaya yaar,10135,investment,unknown,,,hinglish
1649.92 paid for Airtel recharge through Federal Bank account on debit card,1649.92,utilities,card,,federal bank,ocr_receipt
aaj Flipkart par kharcha 17177 phonepe,17177,shopping,upi,phonepe,,voice
Paid 55847 for Allen coaching fees via CRED from Yes Bank.,55847,education,upi,cred,yes bank,ocr_upi
main maintenance ka 1568 bheja PayTM se,1568,utilities,upi,paytm,,voice
Shopped at electronics store for 15056.53,15056.53,shopping,unknown,,,english
JioCinema ke live concert ke liye 2746.20 pay kiye cred se,2746.20,entertainment,upi,cred,,hinglish
Ajio shopping ke liye 10558 ka payment debit card se,10558,shopping,card,,,hinglish
Returned 9933 to Ananya via cash,9933,friends,cash,,,ocr_receipt
Paid 3146 for my Angel One investment.,3146,investment,unknown,,,english
cred se rent ko 1933 transfer kiya,1933,utilities,upi,cred,,hinglish
"Starbucks se biryani mangwai, 1306 pay kiya Kotak card se",1306,food,card,,kotak,hinglish
paid car loan EMI of 39736 by Fi Money,39736,emi,upi,fi,fi,voice
"6346 to physio for medicine, paid with Fi Money.",6346,healthcare,upi,fi,fi,english
merchant ne 6253 liya cash mein for checkup,6253,healthcare,cash,,,voice
Booked school fees course for 15078 through Fi.,15078,education,upi,fi,fi,ocr_upi
bhai Rapido ki ride 3723 cash diye,3723,travel,cash,,,voice
credit card EMI ka EMI 20516 auto debit hogaya,20516,emi,upi,cred,,hinglish
Paid 3570.75 to maintenance from Fi Money using slice,3570.75,utilities,upi,slice,slice,ocr_receipt
Auto-payment for Groww of 42280 from Fi Money.,42280,investment,upi,fi,fi,english
"Coffee on me, Ananya ko 5689.41 pay kiya",5689.41,friends,unknown,,,hinglish
"Quick bite from Biryani Blues, cost 1915, used PayTM",1915,food,upi,paytm,,hinglish
KFC pe 1917.11 ka online order gpay se kiya,1917.11,food,upi,gpay,,voice
13861 transferred to NPS from Canara account,13861,investment,unknown,,canara,ocr_upi
RedBus ke ticket ke liye 14801 pay kiya cash pe,14801,travel,cash,,,hinglish
physio ko 18368 ka installment slice se,18368,healthcare,upi,slice,slice,ocr_upi
Payment of 14030 to credit card EMI successful on slice,14030,emi,upi,cred,slice,ocr_upi
transferred 7266 to PPF from ICICI Bank,7266,investment,unknown,,icici,voice
"Yaar, car loan EMI ka paisa 15179 kat gaya Punjab National Bank se",15179,emi,unknown,,pnb,hinglish
"Just cleared my broadband, 3359 paid on slice",3359,utilities,upi,slice,slice,english
PharmEasy ka 4405 ka bill pay kiya PayTM ke through,4405,healthcare,upi,paytm,,voice
bhai ke saath Behrouz mein khana khaya 248 ka bill cred se,248,food,upi,cred,,voice
Added 46781 to FD via paytm,46781,investment,upi,paytm,,ocr_upi
Spotify ke liye 2847 cash se,2847,entertainment,cash,,,ocr_upi
IRCTC se 10151 ka recharge Slice card se kiya,10151,travel,upi,slice,slice,hinglish
Money sent to flatmate for 9118 via gpay.,9118,friends,upi,gpay,,ocr_upi
Recharged JioCinema for 2358 on Jupiter,2358,entertainment,upi,jupiter,jupiter,english
upGrad coaching class 32163.67 from Bandhan account,32163.67,education,unknown,,bandhan,english
For checkup at MedPlus 24515 rupees PhonePe se.,24515,healthcare,upi,phonepe,,english
wifi bill ka bill pay kiya 3442.00 Jupiter se,3442.00,utilities,upi,jupiter,jupiter,hinglish
DTH recharge ke paise 4233 kat gaye from RBL,4233,utilities,unknown,,rbl,hinglish
diagnostic center pe 20796.68 ka payment Fi Money card se,20796.68,healthcare,upi,fi,fi,hinglish
friend se 129.71 wapas liya cash mein,129.71,friends,cash,,,hinglish
Movie at PVR 581 with Phone Pe,581,entertainment,upi,phonepe,,english
"For Sneha's treat, paid 1057 by Phone Pe from HDFC Bank",1057,friends,upi,phonepe,hdfc,english
gas bill ke liye 438 paytm kara,438,utilities,upi,paytm,,voice
Paid 4873 for wifi bill using card,4873,utilities,upi,fi,fi,ocr_upi
"Neha paid the bill, so sent my half of 5871 via Jupiter",5871,friends,upi,jupiter,jupiter,english
"Croma ka order 19641 mein, paid by Slice",19641,shopping,upi,slice,slice,hinglish
Had to pay physio 5137.12 using Fi Money from ICICI Bank.,5137.12,healthcare,upi,fi,icici,english
2334 hospital pe kharch hua cash se,2334,healthcare,cash,,,hinglish
Monthly installment 15266 paid by cash,15266,emi,cash,,,english
"DTH recharge ke liye cash diya 4966 ki, baad me Phone Pe se adjust karunga",4966,utilities,upi,phonepe,,hinglish
Scanned & paid 5271.83 at Bewakoof via Phone Pe,5271.83,shopping,upi,phonepe,,ocr_receipt
"2310 debit hua Apple Music ke liye, payment method Jupiter",2310,entertainment,upi,jupiter,jupiter,hinglish
9279 paid via jupiter for flatmate.,9279,friends,upi,jupiter,jupiter,ocr_upi
Monthly car loan EMI payment of 30042 through card,30042,emi,card,,,ocr_upi
IndiGo me 235 ka payment ho gaya Phone Pe se,235,travel,upi,phonepe,,voice
Slice used for course 24469,24469,education,upi,slice,slice,english
"Ugh, water bill ka bill aagaya tha, 4071 de diye Jupiter pe",4071,utilities,upi,jupiter,jupiter,hinglish
Ananya recharge of 8048.89 via cash.,8048.89,friends,cash,,,ocr_upi
8631.00 sent to friend for weekend plan expenses using Niyo,8631.00,friends,upi,niyo,niyo,english
Tata CLiQ ke liye 6170.42 ka payment cash se kiya,6170.42,shopping,cash,,,english
Deducted 27505 for installment from account,27505,emi,unknown,,,english
sister for movie tickets 5554 PayTM,5554,friends,upi,paytm,,ocr_receipt
Lenskart ko 4233 transfer kiye card se,4233,shopping,card,,,hinglish
"Meesho order paid, 19016.36 deducted via debit card",19016.36,shopping,card,,,hinglish
Paid 11615 to Indusind Bank for EMI by debit card,11615,emi,card,,indusind,ocr_receipt
SpiceJet ki booking karne pe 13569 lag gaye cred se,13569,travel,upi,cred,,hinglish
concert ke liye 2514 ka payment cred se kiya,2514,entertainment,upi,cred,,english
865 Netflix subscription ke liye de diye,865,entertainment,unknown,,,hinglish
sister ko 5704 bheje Niyo se.,5704,friends,upi,niyo,niyo,ocr_upi
Netflix concert ticket 282 paid by jupiter,282,entertainment,upi,jupiter,jupiter,voice
BookMyShow 1338 wala plan le liya bhim through,1338,entertainment,upi,bhim,,voice
Rahul paid back 5368 via Google Pay,5368,friends,upi,gpay,,ocr_receipt
11430.77 for medicines at dentist cash payment.,11430.77,healthcare,cash,,,english
Netflix ke liye 2438 ka recharge from Canara with GPay,2438,entertainment,upi,gpay,canara,voice
tuition ke liye 8440 niyo se,8440,education,upi,niyo,niyo,english
18491 credit card EMI ke liye State Bank se pay kiya,18491,emi,upi,cred,sbi,hinglish
Lenskart ka payment 24642 Phone Pe wallet se,24642,shopping,upi,phonepe,,voice
aaj Hotstar movie for 255 on jupiter from ICICI,255,entertainment,upi,jupiter,jupiter,voice
flatmate ke liye coffee 414 pay gpay se,414,friends,upi,gpay,,voice
"Sneha ne 3637.00 maanga tha, wapas kiya Jupiter pe",3637.00,friends,upi,jupiter,jupiter,hinglish
10728 for medicines at checkup cash payment.,10728,healthcare,cash,,,english
Medicine from Apollo Pharmacy 221 on Fi Money,221,healthcare,upi,fi,fi,ocr_receipt
Cash 380.54 for Steam,380.54,entertainment,cash,,,english
"home loan EMI kharcha, 32699 via Slice",32699,emi,upi,slice,slice,ocr_upi
Bus ticket on Rapido for 10719.88.,10719.88,travel,unknown,,,english
sovereign gold bond ke liye 25338.39 ka payment slice se kiya.,25338.39,investment,upi,slice,slice,english
lab test pe 22231.84 ka payment Yes Bank card se,22231.84,healthcare,card,,yes bank,hinglish
Added 24451 to Angel One from my savings.,24451,investment,unknown,,,english
Zepto 1124.78 UPI credit card,1124.78,food,upi,cred,,ocr_receipt
Ajio pe shopping kiye 22175.74 BHIM se,22175.74,shopping,upi,bhim,,hinglish
Pizza from McDonald's for 765.68 on paytm,765.68,food,upi,paytm,,english
"dhaba ka online order, 2384 debit hua cash se",2384,food,card,,,hinglish
brother to cash 9678 for dinner split,9678,friends,cash,,,voice
Payment to restaurant for 1797 using credit card,1797,food,upi,cred,,ocr_upi
Chipped in 938 for brother's gift via cash,938,friends,cash,,,english
dentist ka 6475 ka bill Union Bank ke card se pay,6475,healthcare,card,,union bank,hinglish
"9729 for Myntra order, payment niyo se hui",9729,shopping,upi,niyo,niyo,hinglish
sovereign gold bond ke liye 19850.51 ka payment Paytm se kiya.,19850.51,investment,upi,paytm,,english
upGrad course fee 12769 paid with Fi Money.,12769,education,upi,fi,fi,ocr_upi
HP petrol ke liye 1062.46 ka payment PhonePe se,1062.46,travel,upi,phonepe,,ocr_upi
EMI EMI of 30465 done with CRED,30465,emi,upi,cred,,ocr_upi
Karan se 3545 wapas liya cash mein,3545,friends,cash,,,hinglish
doctor ko checkup ke 14659 cash diye,14659,healthcare,cash,,,hinglish
Chai-samosa ke liye Zomato mein 476.38 spend kiye PayTM pe,476.38,food,upi,paytm,,hinglish
Spent 408 on Zomato Gold with Paytm,408,entertainment,upi,paytm,,ocr_upi
index fund pe 12827.47 ka contribution Niyo se,12827.47,investment,upi,niyo,niyo,ocr_receipt
gas bill bill pay 996 Slice,996,utilities,upi,slice,slice,ocr_receipt
Yatra ke liye 665 Mastercard se diya,665,travel,card,,,hinglish
23369 for credit card EMI paid from HDFC,23369,emi,upi,cred,hdfc,hinglish
metro pe 13263 spend kiye using Axis UPI,13263,travel,unknown,,axis,hinglish
bhai movie ticket ke liye 510 Fi se book kiya JioCinema pe,510,entertainment,upi,fi,fi,hinglish
Recharged electricity bill for 1864.97 with cred,1864.97,utilities,upi,cred,,english
cash se concert ki annual plan leli worth 2681,2681,entertainment,cash,,,hinglish
card se SonyLIV ko 808 pay kiya,808,entertainment,card,,,english
Booked stationery course for 38918.96 through cash.,38918.96,education,cash,,,ocr_upi
Bought stuff from Nykaa for 7060.21 using credit card,7060.21,shopping,upi,cred,,english
"Yaar, bike loan EMI ka paisa 15266.20 kat gaya se",15266.20,emi,unknown,,,hinglish
paid 30806.37 for monthly sovereign gold bond from Slice account,30806.37,investment,upi,slice,slice,voice
EMI ka 19619 Paytm se diya,19619,emi,upi,paytm,,hinglish
lab test ke liye 22271 advance diya cred pe,22271,healthcare,upi,cred,,hinglish
mutual fund SIP pe 27777 ka order confirm Paytm se,27777,investment,upi,paytm,fi,hinglish
bhai Netflix ka bill 1786 de diya Phone Pe pe,1786,entertainment,upi,phonepe,,voice
merchant ne 3011 liya cash mein for checkup,3011,healthcare,cash,,,voice
"Yaar, personal loan EMI ka paisa 23513 kat gaya se",23513,emi,unknown,,,hinglish
Groww mein 33992 ka order GPay se,33992,investment,upi,gpay,,voice
aaj metro ke liye 8464 diya Union Bank card se,8464,travel,card,,union bank,voice
"Bhook lag rahi thi, Box8 se 2096 ka order Fi se kiya",2096,food,upi,fi,fi,hinglish
petrol pump recharge of 14055 using debit card.,14055,travel,card,,,english
cash ke through H&M ko 24677 diya,24677,shopping,cash,,,hinglish
EMI 39428.90 to Union Bank using Mastercard,39428.90,emi,card,,union bank,ocr_receipt
aaj wifi bill ka bill gaya 85.02 cred se,85.02,utilities,upi,cred,fi,voice
29161 spent on Nykaa via bhim,29161,shopping,upi,bhim,,ocr_upi
UPI payment to school fees for 21794 using PayTM.,21794,education,upi,gpay,,ocr_upi
Fees for tuition 16052.09 paid by cash,16052.09,education,cash,,,english
"3023.13 repaid to Ananya for the book, used gpay",3023.13,friends,upi,gpay,,english
Paid Allen coaching fees 37936 via Visa,37936,education,card,,,english
Deducted 10802.26 for metro booking.,10802.26,travel,unknown,,,english
mera car loan EMI ka payment 17752 ho gaya card pe,17752,emi,card,,,voice
"Quick bite from Blinkit, cost 567, used cash",567,food,cash,,,hinglish
SpiceJet fare 12003.06 debited by cash,12003.06,travel,card,,,ocr_upi
"books se material mangaya, 18821 diye cash se",18821,education,cash,,,hinglish
Cleartrip ke liye 11335 niyo se diya,11335,travel,upi,niyo,niyo,hinglish
Fees 52283 to fees by Axis card,52283,education,card,,axis,ocr_receipt
15728.11 ki personal loan EMI bhari HDFC ke through,15728.11,emi,unknown,,hdfc,hinglish
Paid 1856.86 to Netflix via Slice,1856.86,entertainment,upi,slice,slice,ocr_upi
Paid 18251 to Netmeds by card,18251,healthcare,card,,,ocr_receipt
4325 paid to sister on Phone Pe.,4325,friends,upi,phonepe,,ocr_upi
Flipkart - 4160 debited by slice,4160,shopping,upi,slice,slice,ocr_upi
i sent Neha 1128 using Paytm,1128,friends,upi,gpay,,voice
Apple Music monthly 2943 wala plan activate niyo se,2943,entertainment,upi,niyo,niyo,voice
"3024 ka petrol Indian Oil pe bharaya, paytm se payment",3024,travel,upi,paytm,,hinglish
hospital ke liye 21781.12 spent from HDFC card,21781.12,healthcare,card,,hdfc,voice
"HP petrol ne 13129.64 ka ride liya, payment credit card se",13129.64,travel,upi,cred,,hinglish
216 to wifi bill via Fi,216,utilities,upi,fi,fi,english
27455 sent to Allen coaching for coaching using card.,27455,education,card,,,ocr_upi
Arjun ki shaadi ka gift 5680 GPay se bheja,5680,friends,upi,gpay,,hinglish
Paid 1552 to Steam via BHIM,1552,entertainment,upi,bhim,,ocr_upi
books ke liye 19226 Niyo se,19226,education,upi,niyo,niyo,english
Dentist visit 14419 done through debit card.,14419,healthcare,card,,,english
Sent 2987.32 for maintenance by Jupiter from SBI,2987.32,utilities,upi,jupiter,jupiter,english
mutual fund SIP ke liye 10927 invest kiya bhai,10927,investment,unknown,,,hinglish
Just paid 18718 at Croma,18718,shopping,unknown,,,english
Paid Netmeds 17131 in cash.,17131,healthcare,cash,,,english
"Split the hotel cost with Sneha, my part 8253.17 cash",8253.17,friends,cash,,,english
bhai ne manga liya Lenskart se 626.25 cash kiya,626.25,shopping,cash,,,voice
EMI ka installment 29474.25 clear kardia debit card pe,29474.25,emi,card,,,hinglish
Booked Air India ticket 7825.16 via bhim,7825.16,travel,upi,bhim,,ocr_receipt
Spent 2150 on a quick Ajio order with jupiter,2150,shopping,upi,jupiter,jupiter,english
24452.34 paid for lab tests at eye clinic using ICICI Phone Pe.,24452.34,healthcare,upi,phonepe,icici,english
niyo se BookMyShow ki annual plan leli worth 2707,2707,entertainment,upi,niyo,niyo,hinglish
index fund account mein 21775.08 daale from ICICI,21775.08,investment,unknown,,icici,hinglish
MedPlus 545 UPI jupiter.,545,healthcare,upi,jupiter,jupiter,english
Paid 10272.02 for my PPF investment.,10272.02,investment,unknown,,,english
Monthly home loan EMI of 7045.87 via Kotak credit card,7045.87,emi,upi,cred,kotak,ocr_receipt
mutual fund SIP mein 10510 add kiye using Jupiter,10510,investment,upi,jupiter,jupiter,voice
"12869 gaye Tata CLiQ pe, cash se settle kiya",12869,shopping,cash,,,hinglish
"Zomato pe khana 873.16, UPI Visa",873.16,food,card,,,english
i just put 43460.61 in Groww from HDFC,43460.61,investment,unknown,,hdfc,voice
5603 paid for lab tests at physio using RBL Bank Fi Money.,5603,healthcare,upi,fi,rbl,english
credit card EMI payment of 32893 by Jupiter,32893,emi,upi,cred,jupiter,ocr_receipt
38909 spent on Udemy using Mastercard,38909,education,card,,,english
gold SIP 23739 via credit card,23739,investment,upi,cred,,ocr_receipt
rent recharge ho gaya 845 ka from Visa,845,utilities,card,,,hinglish
Subway 1712 ka bill clear via niyo,1712,food,upi,niyo,niyo,english
Ordered biryani from Starbucks 2153.20 paid by Jupiter,2153.20,food,upi,jupiter,jupiter,english
"FirstCry order paid, 23701.06 deducted via Visa",23701.06,shopping,upi,fi,fi,hinglish
Hotstar movie tickets 2828.92 Phone Pe,2828.92,entertainment,upi,phonepe,,english
Booked Coursera course for 59364.43 with Phone Pe,59364.43,education,upi,phonepe,,english
4828 deducted for Amazon on cash,4828,shopping,cash,,,ocr_upi
wifi bill recharge ho gaya 1087 ka from Phone Pe,1087,utilities,upi,phonepe,fi,hinglish
2771 spent on INOX subscription BHIM,2771,entertainment,upi,bhim,,ocr_receipt
i paid 4361 for Goibibo using cash,4361,travel,cash,,,voice
Order from Blinkit of 456.75 using card,456.75,food,card,,,ocr_upi
gpay se broadband ka 542.87 ka bill pay kiya,542.87,utilities,upi,gpay,,ocr_upi
5914 paid towards credit card EMI through BHIM,5914,emi,upi,bhim,,ocr_upi
flatmate ko 4163 bheje Slice ke through,4163,friends,upi,slice,slice,hinglish
"1903 udd gaya JioMart pe khane mein, cash diya",1903,food,cash,,,hinglish
Air India fare 6512 debited by cash,6512,travel,card,,,ocr_upi
Zomato Gold monthly 2418 wala plan activate card se,2418,entertainment,card,,,voice
Transferred 27642 to my mutual fund SIP from IDFC First.,27642,investment,upi,fi,idfc,english
i bought index fund worth 5563.16 using Jupiter,5563.16,investment,upi,jupiter,jupiter,voice
"Lent 8689 to Sneha for shopping, niyo",8689,friends,upi,niyo,niyo,english
Neha ki shaadi ka gift 4664.40 niyo se bheja,4664.40,friends,upi,niyo,niyo,hinglish
woh 7679 jo Neha ne manga tha paid by cash,7679,friends,cash,,,voice
Netflix movie tickets 1104.31 BHIM,1104.31,entertainment,upi,bhim,,english
INOX pe movie dekhne ka 550 spend kiya,550,entertainment,unknown,,,hinglish
"brother paid me back 6948 for the concert, got it in Axis via cash",6948,friends,cash,,axis,english
upGrad ko 14956 transfer kiya Fi Money ke through.,14956,education,upi,fi,fi,ocr_upi
electricity bill 112 paid through phonepe from Fi,112,utilities,upi,phonepe,fi,voice
broadband ka bill 2818 debit card se diya,2818,utilities,card,,,hinglish
Monthly maintenance 4838 paid by cred,4838,utilities,upi,cred,,english
main ne Arjun ko 1879 bheja on slice from Jupiter,1879,friends,upi,slice,jupiter,voice
"Karan me 6588.11 udhaar diya, CRED se",6588.11,friends,upi,cred,,english
bhai Apple Music ka bill 2956.79 de diya cash pe,2956.79,entertainment,cash,,,voice
Goibibo me 1478.58 ka payment ho gaya phonepe se,1478.58,travel,upi,phonepe,,voice
Investment in Angel One for 30993 from Jupiter,30993,investment,upi,jupiter,jupiter,ocr_upi
"Arjun me 9809 udhaar diya, Fi Money se",9809,friends,upi,fi,fi,english
Sent 35430 for car loan EMI to Kotak via debit card,35430,emi,card,,kotak,english
17601.99 NPS mein daal diye card pe,17601.99,investment,card,,,hinglish
Paid 28702.74 towards recurring deposit via Visa,28702.74,investment,card,,,ocr_upi
i paid school fees 48363.63 from Axis Bank using Jupiter,48363.63,education,upi,jupiter,jupiter,voice
education loan EMI ka 38756 CRED se diya,38756,emi,upi,cred,,hinglish
"MakeMyTrip me 9544 pay kiya, mode Visa.",9544,travel,card,,,english
aaj FD ka SIP 42587 pay kiya Paytm se,42587,investment,upi,paytm,,voice
Booked Rapido ticket for 9504.49 via cash.,9504.49,travel,cash,,,english
bhai ne manga liya Nykaa se 8866.77 Niyo kiya,8866.77,shopping,upi,niyo,niyo,voice
Payment of 19758 to personal loan EMI successful on Niyo,19758,emi,upi,niyo,niyo,ocr_upi
6986 Karan ko diya for movie tickets via bhim,6986,friends,upi,bhim,,hinglish
Recharged Airtel recharge for 746 with niyo,746,utilities,upi,niyo,niyo,english
"Went to Apple Music, spent 609.27, paid by PayTM",609.27,entertainment,upi,paytm,,english
kharcha Amazon par 5001 ka Fi Money se kiya,5001,shopping,upi,fi,fi,voice
Paid dentist 21335 in cash.,21335,healthcare,cash,,,english
"Bhook lag rahi thi, Haldirams se 78 ka order paytm se kiya",78,food,upi,paytm,,hinglish
19297 invested in gold today.,19297,investment,unknown,,,english
Sent 9175 for auto via debit card from .,9175,travel,card,,,english
"Bhai, kal Subway pe 66 kharcha hua Google Pay pe",66,food,upi,gpay,,hinglish
index fund auto debit of 40893 successful on cash,40893,investment,card,,,ocr_upi
IndiGo for 5427 using cash,5427,travel,cash,,,voice
rent ka bill 709 niyo se diya,709,utilities,upi,niyo,niyo,hinglish
aaj doctor fees 7372.83 cash mein de aaya,7372.83,healthcare,cash,,,voice
For checkup at Apollo Pharmacy 20185 rupees PayTM se.,20185,healthcare,upi,paytm,,english
upGrad ko 53096 transfer kiya cash ke through.,53096,education,cash,,,ocr_upi
BigBasket order for 158 using cash,158,food,cash,,,english
flatmate ko de diya 7115 rent ka hissa BHIM se,7115,friends,upi,bhim,,voice
Paid wifi bill for 1002 using Fi Money from,1002,utilities,upi,fi,fi,english
fees 21925 fees ko diya cash,21925,education,cash,,,voice
HP petrol ka bill 2706 cash se,2706,travel,cash,,,ocr_receipt
concert annual plan 1942 from Jupiter account,1942,entertainment,upi,jupiter,jupiter,english
Monthly rent 2969 paid by Fi Money,2969,utilities,upi,fi,fi,english
Cash payment of 5258 at hospital,5258,healthcare,cash,,,ocr_upi
bhai ne bataya FD mein 26136 lagaye hai Fi se,26136,investment,upi,fi,fi,voice
"Karan sent 4912 for the cab, received on slice",4912,friends,upi,slice,slice,english
Paid 51913 for coaching with Fi Money,51913,education,upi,fi,fi,ocr_receipt
debit card se Apple Music ko 1734.90 pay kiya,1734.90,entertainment,card,,,english
Payment of 2333 to exam fee successful on Slice.,2333,education,upi,slice,slice,ocr_upi
CRED used for Coursera 44134,44134,education,upi,cred,,english
34461 deducted for education loan EMI by Visa,34461,emi,card,,,ocr_upi
