text,amount,category,payment_method,location,notes
!@#$%^&*(),-5000,1234,,,
exam fee ki fees 10986 rupay upi se bharra,10986,education,upi,,
internet recharge ka bill 49184 rs. upi se bhra,49184,utilities,upi,,
37326 rs. ka electricity bill payment bill pay kiyaa cash se,37326,utilities,cash,,
netflix subscription ka subscription 25858 rs cash se renew kiya,25858,entertainment,cash,,
medical test charges pe 47042 rupaiye karcha hui davai pe card se,47042,healthcare,card,,
14233 rupaye ka order diy amazon purchase pe upi se,14233,shopping,upi,,
Cafe coffee INR 44981,44981,food,upi,,
Flight ticket booking INR 40894,40894,travel,upi,,
college fees payment ki fees 45753 rupay card se bhra,45753,education,card,,
34847 rs ka hospital bill bill aaya cash se pay kya,34847,healthcare,cash,,
Exam fee INR 40798,40798,education,upi,,
Exam fee INR 46161,46161,education,card,,
restaurant bill me 6997 rs ka khana khaya card se,6997,food,card,,
medical test charges pe 1654 rupye karcha hui davai pe card se,1654,healthcare,card,,
Electricity bill payment INR 44822,44822,utilities,cash,,
Netflix subscription INR 5263,5263,entertainment,upi,,
Internet recharge INR 29529,29529,utilities,card,,
concert ticket ka subscription 11018 rupaiye cash se renew kiya,11018,entertainment,cash,,
Electricity bill payment INR 16812,16812,utilities,cash,,
Credit card EMI INR 14153,14153,emi,cash,,
36205 rs fixed deposit investment me daale card se,36205,investment,card,,
gas bill payment recharge kiya 5366 rs card se,5366,utilities,card,,
aaj mutual fund sip me 41777 rs lagaye upi se,41777,investment,upi,,
45967 rupye ka medical test charges bill aaya upi se pay kia,45967,healthcare,upi,,
Home loan EMI INR 29470,29470,emi,cash,,
21166 rupaye diy library fee ke liye cash se,21166,education,cash,,
Movie ticket booking INR 31248,31248,entertainment,upi,,
online course subscription ka course 49632 rs me lia card se pay kiyaa,49632,education,card,,
24121 rupay lgaa hotel booking me cash se die,24121,travel,cash,,
Pizza delivery INR 45435,45435,food,card,,
padhai ke liye online course subscription pe 43331 rupaiye kharcha kiya upi se,43331,education,upi,,
Pharmacy medicine purchase INR 39473,39473,healthcare,cash,,
gas bill payment recharge kia 40346 rupay card se,40346,utilities,card,,
Food court payment INR 2935,2935,food,cash,,
Messy outlier tx 123,"1,000",blabla,unknown,,
flight ticket booking ki ticket 46319 rupay me book kia cash se,46319,travel,cash,,
4088 rupay ka home loan emi installment cash se diy,4088,emi,cash,,
loan ka credit card emi 20773 rupaye cash se pay kiya,20773,emi,cash,,
Messy outlier tx paypal,NULL,misc,ccard,,
Stock purchase INR 9709,9709,investment,cash,,
32642 rs mutual fund sip me daale upi se,32642,investment,upi,,
Clothing store bill INR 5495,5495,shopping,upi,,
internet recharge ka bill 11450 rupaye cash se bharra,11450,utilities,cash,,
gas bill payment ka bill 16348 rs. cash se bhra,16348,utilities,cash,,
netflix subscription ka ticket 1557 rupye me lia card se,1557,entertainment,card,,
Concert ticket INR 16317,16317,entertainment,card,,
Online course subscription INR 42264,42264,education,cash,,
Train ticket IRCTC INR 34000,34000,travel,cash,,
movie ticket booking ka subscription 27072 rs card se renew kya,27072,entertainment,card,,
just random text 123,99999999,,paypal,,
26178 rs khrcha kya netflix subscription pe cash se,26178,entertainment,cash,,
Bus ticket INR 20140,20140,travel,card,,
Internet recharge INR 13072,13072,utilities,cash,,
loan ka personal loan installment 26025 rs. upi se pay kiya,26025,emi,upi,,
library fee ki fees 29029 rs. cash se bharra,29029,education,cash,,
Exam fee INR 19939,19939,education,card,,
Netflix subscription INR 3489,3489,entertainment,upi,,
23876 rs. ka medical test charges bill aaya cash se pay kia,23876,healthcare,cash,,
doctor ke yahan 29081 rs. laga upi se die,29081,healthcare,upi,,
14878 rs. ka bike loan emi installment upi se diy,14878,emi,upi,,
Crypto investment INR 23866,23866,investment,upi,,
aaj stock purchase me 27004 rs. lagaye cash se,27004,investment,cash,,
doctor ke yahan 49075 rupye laga cash se diye,49075,healthcare,cash,,
amazon purchase se 39775 rupay ka shopping kya card se,39775,shopping,card,,
Pizza delivery INR 37644,37644,food,cash,,
Zomato dinner INR 28593,28593,food,card,,
Cafe coffee INR 19481,19481,food,cash,,
Messy outlier tx ccard,-5000,1234,ccard,NY,
Concert ticket INR 43764,43764,entertainment,cash,,
Messy outlier tx csh,99999999,1234,paypal,,
exam fee ki fees 46161 rs card se bharaa,46161,education,card,,
"restaurant bill pe 3891 ka bill tha, cash se pay kiya",3891,food,cash,,
college fees payment ki fees 48826 rupaiye upi se bharaa,48826,education,upi,,
amazon purchase pe shopping kia 8762 rs. kharchaa cash se,8762,shopping,cash,,
19701 rupaye kharch kiyaa cafe coffee pe upi se,19701,food,upi,,
Doctor consultation INR 42391,42391,healthcare,cash,,
29081 rupay ka doctor consultation bill aaya upi se pay kya,29081,healthcare,upi,,
concert ticket ka subscription 20244 rupay cash se renew kia,20244,entertainment,cash,,
hospital bill pe 13118 rupaiye karcha hui davai pe card se,13118,healthcare,card,,
restaurant bill me 17154 rupaye ka khana khaaya card se,17154,food,card,,
9709 rupay stock purchase me daale cash se,9709,investment,cash,,
aaj internet recharge ka 7712 rupaye ka bill card se bharaa,7712,utilities,card,,
Flight ticket booking INR 11610,11610,travel,cash,,
doctor ke yahan 12672 rupaiye laga upi se diye,12672,healthcare,upi,,
home loan emi EMI 186 rupye kat gaye cash se,186,emi,cash,,
Online course subscription INR 29323,29323,education,card,,
clothing store bill pe shopping kya 49483 rupye karcha cash se,49483,shopping,cash,,
Flight ticket booking INR 4564,4564,travel,upi,,
Flight ticket booking INR 49865,49865,travel,upi,,
Credit card EMI INR 24017,24017,emi,cash,,
movie ticket booking ka ticket 18567 rupaye me lya card se,18567,entertainment,card,,
exam fee ka course 36422 rs me liyaa card se pay kiya,36422,education,card,,
movie ticket booking dekha 2428 rupye lga upi se die,2428,entertainment,upi,,
movie ticket booking ka subscription 9062 rupaiye cash se renew kiya,9062,entertainment,cash,,
pizza delivery me 33055 rupye ka khana khya card se,33055,food,card,,
aaj hotel booking lya 17249 rs cash se pay kia,17249,travel,cash,,
26079 rupay kharchaa kiya movie ticket booking pe cash se,26079,entertainment,cash,,
online course subscription ka course 38787 rupye me lia cash se pay kya,38787,education,cash,,
aaj food court payment se khana order kia 49572 rupaye upi se diyee,49572,food,upi,,
medical test charges pe 31280 rs khrcha hui davai pe card se,31280,healthcare,card,,
cafe coffee me 12169 rupye ka khana khayaa upi se,12169,food,upi,,
"cafe coffee pe 16210 ka bill tha, upi se pay kiyaa",16210,food,upi,,
car loan emi ki EMI 29107 rupaye card se bhara,29107,emi,card,,
uber ride ki ticket 10826 rs. me book kya upi se,10826,travel,upi,,
Online course subscription INR 2436,2436,education,upi,,
exam fee ki fees 14719 rupay upi se bharra,14719,education,upi,,
Clothing store bill INR 15291,15291,shopping,upi,,
exam fee ki fees 4436 rupay cash se bharaa,4436,education,cash,,
train ticket irctc ki ticket 39359 rupaiye me book kya card se,39359,travel,card,,
loan ka personal loan installment 48231 rs upi se pay kiya,48231,emi,upi,,
loan ka car loan emi 27259 rs. cash se pay kiya,27259,emi,cash,,
!@#$%^&*(),-100,,bitcoin,,
aaj crypto investment me 43388 rs lagaye cash se,43388,investment,cash,,
ppf contribution ka SIP 2828 rupaye cash se bharaa,2828,investment,cash,,
flight ticket booking ki ticket 36178 rupaiye me book kiyaa cash se,36178,travel,cash,,
Internet recharge INR 20639,20639,utilities,upi,,
hospital bill pe 45060 rupaye karcha hui davai pe card se,45060,healthcare,card,,
PPF contribution INR 32195,32195,investment,cash,,
<script>alert('xss')</script>,-5000,unknown,unknown,,EDA test row
ppf contribution ka SIP 197 rs. card se bhara,197,investment,card,,
concert ticket ka subscription 46522 rs cash se renew kiya,46522,entertainment,cash,,
clothing store bill pe shopping kiya 15291 rupay kharchaa upi se,15291,shopping,upi,,
Exam fee INR 16147,16147,education,card,,
online shopping payment se 37238 rs. ka shopping kiyaa upi se,37238,shopping,upi,,
mobile recharge recharge kiyaa 32382 rupaiye cash se,32382,utilities,cash,,
doctor ke yahan 23876 rs. laga cash se diye,23876,healthcare,cash,,
Library fee INR 37624,37624,education,card,,
electricity bill payment recharge kia 45363 rupaiye card se,45363,utilities,card,,
online flipkart order se 7479 ka saman lia card se pay kiyaa,7479,shopping,card,,
aaj pizza delivery se khana order kiyaa 33055 rs. card se die,33055,food,card,,
Stock purchase INR 30164,30164,investment,card,,
library fee ki fees 16371 rs upi se bharra,16371,education,upi,,
drop table users;,"1,000",,paypal,,
Home loan EMI INR 38465,38465,emi,upi,,
pharmacy medicine purchase pe 12468 rs. kharcha hui davai pe cash se,12468,healthcare,cash,,
25971 rupaiye ka pharmacy medicine purchase bill aaya cash se pay kiyaa,25971,healthcare,cash,,
Exam fee INR 35334,35334,education,card,,
Electricity bill payment INR 7348,7348,utilities,card,,
Internet recharge INR 45866,45866,utilities,upi,,
hospital bill me 5037 rs kharcha hua card se diy,5037,healthcare,card,,
crypto investment me 39704 rupaiye invest kya card se,39704,investment,card,,
9587 rupye khrcha kya zomato dinner pe card se,9587,food,card,,
Pharmacy medicine purchase INR 25971,25971,healthcare,cash,,
zomato dinner me 15780 rupye ka khana khaya card se,15780,food,card,,
aaj mutual fund sip me 12211 rs lagaye upi se,12211,investment,upi,,
Hotel booking INR 8532,8532,travel,card,,
24520 rupay laga ola cab me card se diye,24520,travel,card,,
18928 rupye ka credit card emi installment card se die,18928,emi,card,,
game purchase ka ticket 18259 rupaiye me liyaa upi se,18259,entertainment,upi,,
25353 rupaiye diy library fee ke liye cash se,25353,education,cash,,
Zomato dinner INR 25015,25015,food,upi,,
10986 rupye diyee exam fee ke liye upi se,10986,education,upi,,
Uber ride INR 40312,40312,travel,cash,,
padhai ke liye exam fee pe 23550 rs. kharch kya upi se,23550,education,upi,,
Bus ticket INR 45055,45055,travel,card,,
Hotel booking INR 32684,32684,travel,upi,,
13532 rupaye ka order die flipkart order pe upi se,13532,shopping,upi,,
12308 rupaiye lga ola cab me cash se diy,12308,travel,cash,,
Electricity bill payment INR 37326,37326,utilities,cash,,
Concert ticket INR 27093,27093,entertainment,cash,,
fixed deposit investment me 26392 rupay invest kya upi se,26392,investment,upi,,
17122 rs. lgaa ola cab me upi se diye,17122,travel,upi,,
Mutual fund SIP INR 4992,4992,investment,upi,,
padhai ke liye online course subscription pe 46137 rs. kharch kia card se,46137,education,card,,
online shopping payment pe shopping kya 35868 rupye kharcha upi se,35868,shopping,upi,,
Home loan EMI INR 40384,40384,emi,upi,,
just random text 123,99999999,unknown,UPIID123,,
internet recharge recharge kiya 23519 rupaye card se,23519,utilities,card,,
aaj hotel booking liyaa 11927 rupaiye upi se pay kiyaa,11927,travel,upi,,
Netflix subscription INR 5487,5487,entertainment,cash,,
aaj water bill ka 24269 rupaiye ka bill upi se bhra,24269,utilities,upi,,
Electronics shopping INR 12276,12276,shopping,cash,,
mutual fund sip me 21494 rupay invest kia cash se,21494,investment,cash,,
loan ka bike loan emi 22440 rupye card se pay kiyaa,22440,emi,card,,
concert ticket ka ticket 32308 rs me liya cash se,32308,entertainment,cash,,
38119 rs. ka bike loan emi installment cash se diye,38119,emi,cash,,
hospital bill pe 24208 rupaye khrcha hui davai pe card se,24208,healthcare,card,,
Hospital bill INR 11279,11279,healthcare,cash,,
Medical test charges INR 29051,29051,healthcare,card,,
1554 rupaiye stock purchase me daale card se,1554,investment,card,,
hotel booking ki ticket 24121 rupaiye me book kiya cash se,24121,travel,cash,,
PPF contribution INR 39818,39818,investment,card,,
Flipkart order INR 43137,43137,shopping,card,,
aaj mutual fund sip me 13070 rupye lagaye cash se,13070,investment,cash,,
24174 rupye lga hotel booking me upi se die,24174,travel,upi,,
Home loan EMI INR 3558,3558,emi,upi,,
personal loan installment ki EMI 41802 rupay cash se bharaa,41802,emi,cash,,
25225 rupay kharch kiyaa netflix subscription pe upi se,25225,entertainment,upi,,
credit card emi EMI 18302 rupye kat gaye upi se,18302,emi,upi,,
32193 rs ka hospital bill bill aaya card se pay kiya,32193,healthcare,card,,
Fixed deposit investment INR 26392,26392,investment,upi,,
padhai ke liye library fee pe 27684 rupaiye kharchaa kya card se,27684,education,card,,
Train ticket IRCTC INR 33695,33695,travel,upi,,
Clothing store bill INR 7029,7029,shopping,card,,
Doctor consultation INR 35787,35787,healthcare,card,,
concert ticket ka ticket 27093 rupaye me lia cash se,27093,entertainment,cash,,
aaj bus ticket liyaa 606 rs cash se pay kiyaa,606,travel,cash,,
online shopping payment pe shopping kya 43835 rupaiye khrcha card se,43835,shopping,card,,
flipkart order pe shopping kiya 22995 rupaiye kharchaa cash se,22995,shopping,cash,,
36250 rupaiye ka gas bill payment bill pay kiyaa upi se,36250,utilities,upi,,
netflix subscription ka ticket 25225 rupaye me liyaa upi se,25225,entertainment,upi,,
Online course subscription INR 43331,43331,education,upi,,
Clothing store bill INR 41776,41776,shopping,card,,
food court payment ka khana 42951 rupaiye me aaya upi se diyee,42951,food,upi,,
Home loan EMI INR 33306,33306,emi,cash,,
swiggy order me 5692 rupye ka khana khaya cash se,5692,food,cash,,
5263 rupaiye kharch kiya netflix subscription pe upi se,5263,entertainment,upi,,
doctor consultation pe 33391 rupye kharcha hui davai pe card se,33391,healthcare,card,,
Internet recharge INR 26351,26351,utilities,cash,,
Ola cab INR 6339,6339,travel,upi,,
Ola cab INR 48830,48830,travel,card,,
loan ka credit card emi 14153 rupaye cash se pay kiyaa,14153,emi,cash,,
Messy outlier tx csh,99999999,misc,UPIID123,,
Ola cab INR 39480,39480,travel,cash,,
Netflix subscription INR 27484,27484,entertainment,cash,,
"pizza delivery pe 46891 ka bill tha, cash se pay kya",46891,food,cash,,
Hotel booking INR 10845,10845,travel,card,,
swiggy order ka khana 46783 rs. me aaya cash se diye,46783,food,cash,,
Exam fee INR 23550,23550,education,upi,,
Swiggy order INR 25051,25051,food,cash,,
41083 rupaiye ka bike loan emi installment upi se diyee,41083,emi,upi,,
just random text 123,0,error,ccard,,EDA test row
aaj train ticket irctc liyaa 36320 rupay cash se pay kya,36320,travel,cash,,
Library fee INR 11520,11520,education,upi,,
padhai ke liye exam fee pe 8970 rupaiye kharch kiyaa card se,8970,education,card,,
24221 rupaiye kharch kiyaa game purchase pe upi se,24221,entertainment,upi,,
Bike loan EMI INR 14878,14878,emi,upi,,
Online shopping payment INR 28164,28164,shopping,card,,
electricity bill payment recharge kiya 35065 rs card se,35065,utilities,card,,
mobile recharge recharge kia 24747 rupaye card se,24747,utilities,card,,
Hospital bill INR 724,724,healthcare,upi,,
Ola cab INR 6097,6097,travel,upi,,
!@#$%^&*(),-100,1234,unknown,,
Doctor consultation INR 47452,47452,healthcare,upi,,
Stock purchase INR 14496,14496,investment,card,,
38908 rupaye ka car loan emi installment cash se diy,38908,emi,cash,,
Hospital bill INR 24420,24420,healthcare,upi,,
Medical test charges INR 34459,34459,healthcare,cash,,
Messy outlier tx paypal,NaN,,paypal,Mumbai,
Crypto investment INR 37992,37992,investment,upi,,
electronics shopping se 9846 rupaiye ka shopping kia card se,9846,shopping,card,,
Cafe coffee INR 19701,19701,food,upi,,
Doctor consultation INR 17396,17396,healthcare,card,,
online electronics shopping se 44640 ka saman lia cash se pay kya,44640,shopping,cash,,
Medical test charges INR 15222,15222,healthcare,card,,
flipkart order pe shopping kya 15439 rs. kharcha upi se,15439,shopping,upi,,
Hospital bill INR 35522,35522,healthcare,cash,,
flipkart order se 7479 rupye ka shopping kia upi se,7479,shopping,upi,,
loan ka home loan emi 30349 rupye cash se pay kiyaa,30349,emi,cash,,
Library fee INR 31424,31424,education,card,,
Cafe coffee INR 48843,48843,food,card,,
hotel booking ki ticket 42168 rs. me book kia card se,42168,travel,card,,
Messy outlier tx UPIID123,NULL,error,bitcoin,,
pizza delivery ka khana 35963 rupaye me aaya upi se diyee,35963,food,upi,,
Home loan EMI INR 45506,45506,emi,upi,,
game purchase ka subscription 2809 rupaiye card se renew kia,2809,entertainment,card,,
Fixed deposit investment INR 41097,41097,investment,card,,
Personal loan installment INR 10558,10558,emi,cash,,
just random text 123,,misc,bitcoin,,
12969 rs lagaa bus ticket me card se diye,12969,travel,card,,
aaj uber ride liyaa 16659 rs card se pay kiyaa,16659,travel,card,,
drop table users;,NULL,unknown,bitcoin,Delhi,
doctor ke yahan 2701 rupaiye lgaa upi se diye,2701,healthcare,upi,,
bike loan emi EMI 40005 rupaiye kat gaye cash se,40005,emi,cash,,
10809 rs ka home loan emi installment card se diyee,10809,emi,card,,
Personal loan installment INR 48547,48547,emi,upi,,
netflix subscription dekha 44364 rs. laga upi se diye,44364,entertainment,upi,,
credit card emi ki EMI 32186 rs card se bhara,32186,emi,card,,
college fees payment ki fees 34118 rupye card se bhra,34118,education,card,,
35065 rupaye ka electricity bill payment bill pay kya card se,35065,utilities,card,,
1411 rupay ka order die flipkart order pe card se,1411,shopping,card,,
online electronics shopping se 8213 ka saman liya upi se pay kiya,8213,shopping,upi,,
Flipkart order INR 33697,33697,shopping,upi,,
Medical test charges INR 45967,45967,healthcare,upi,,
bus ticket ka kiraya 16317 rs. diye card se,16317,travel,card,,
hotel booking ka kiraya 43691 rupaiye die upi se,43691,travel,upi,,
Pizza delivery INR 18590,18590,food,cash,,
Messy outlier tx unknown,NULL,1234,UPIID123,,
aaj stock purchase me 49841 rupaye lagaye upi se,49841,investment,upi,,
padhai ke liye library fee pe 5912 rupaye khrcha kia upi se,5912,education,upi,,
Ola cab INR 12220,12220,travel,cash,,
PPF contribution INR 18507,18507,investment,upi,,
Swiggy order INR 4655,4655,food,cash,,
17271 rs lgaa uber ride me upi se die,17271,travel,upi,,
19748 rupay ka mobile recharge bill pay kia upi se,19748,utilities,upi,,
Exam fee INR 22135,22135,education,cash,,
ppf contribution me 43053 rs invest kiya card se,43053,investment,card,,
pharmacy medicine purchase pe 6863 rupaye kharcha hui davai pe cash se,6863,healthcare,cash,,
electricity bill payment ka bill 44822 rs. cash se bharaa,44822,utilities,cash,,
Stock purchase INR 37299,37299,investment,cash,,
Bike loan EMI INR 40005,40005,emi,cash,,
Messy outlier tx unknown,five hundred,,ccard,,
Pharmacy medicine purchase INR 13852,13852,healthcare,upi,,
mutual fund sip ka SIP 44947 rupaye upi se bharaa,44947,investment,upi,,
<script>alert('xss')</script>,-5000,unknown,ccard,Delhi,
clothing store bill se 7113 rupaiye ka shopping kya cash se,7113,shopping,cash,,
cafe coffee ka khana 28642 rupye me aaya cash se die,28642,food,cash,,
aaj internet recharge ka 45125 rs ka bill upi se bhara,45125,utilities,upi,,
water bill recharge kiya 2800 rs card se,2800,utilities,card,,
college fees payment ki fees 47985 rupye cash se bhra,47985,education,cash,,
Medical test charges INR 17888,17888,healthcare,cash,,
library fee ka course 38387 rupay me liya cash se pay kiya,38387,education,cash,,
44652 rs. stock purchase me daale card se,44652,investment,card,,
Water bill INR 43625,43625,utilities,upi,,
Car loan EMI INR 17303,17303,emi,upi,,
Messy outlier tx ccard,NULL,blabla,unknown,NaN,EDA test row
46672 rupye ka gas bill payment bill pay kiya upi se,46672,utilities,upi,,
Lunch at hotel INR 33931,33931,food,upi,,
ppf contribution ka SIP 37359 rupaiye upi se bhara,37359,investment,upi,,
41134 rupaiye ka order diyee amazon purchase pe cash se,41134,shopping,cash,,
Gas bill payment INR 1407,1407,utilities,cash,,
Game purchase INR 49655,49655,entertainment,card,,
Hotel booking INR 43691,43691,travel,upi,,
loan ka credit card emi 8141 rupaye cash se pay kia,8141,emi,cash,,
game purchase ka subscription 49655 rupay card se renew kia,49655,entertainment,card,,
Electricity bill payment INR 22313,22313,utilities,upi,,
20388 rupye ka water bill bill pay kya card se,20388,utilities,card,,
loan ka credit card emi 18928 rs card se pay kya,18928,emi,card,,
Hospital bill INR 27508,27508,healthcare,cash,,
724 rupaiye ka hospital bill bill aaya upi se pay kiya,724,healthcare,upi,,
doctor ke yahan 15222 rupaye lga card se diy,15222,healthcare,card,,
40798 rs die exam fee ke liye upi se,40798,education,upi,,
uber ride ki ticket 26497 rs me book kiyaa card se,26497,travel,card,,
gas bill payment recharge kia 7621 rs. card se,7621,utilities,card,,
Movie ticket booking INR 2852,2852,entertainment,cash,,
aaj stock purchase me 27435 rs. lagaye upi se,27435,investment,upi,,
online electronics shopping se 4429 ka saman lia card se pay kya,4429,shopping,card,,
23150 rupye die college fees payment ke liye upi se,23150,education,upi,,
Swiggy order INR 12488,12488,food,upi,,
19481 rs karcha kia cafe coffee pe cash se,19481,food,cash,,
doctor consultation me 33024 rs. kharch hua upi se diyee,33024,healthcare,upi,,
hotel booking ka kiraya 4219 rs. diyee cash se,4219,travel,cash,,
45506 rupye ka home loan emi installment upi se diyee,45506,emi,upi,,
Home loan EMI INR 45326,45326,emi,cash,,
Library fee INR 32630,32630,education,cash,,
21048 rs lagaa train ticket irctc me cash se die,21048,travel,cash,,
ppf contribution me 13598 rupay invest kia upi se,13598,investment,upi,,
Doctor consultation INR 38968,38968,healthcare,card,,
online electronics shopping se 3182 ka saman lya cash se pay kiyaa,3182,shopping,cash,,
hotel booking ka kiraya 6270 rupye die upi se,6270,travel,upi,,
aaj bus ticket liyaa 20140 rupaye card se pay kiya,20140,travel,card,,
Cafe coffee INR 31001,31001,food,upi,,
Concert ticket INR 41654,41654,entertainment,cash,,
aaj lunch at hotel se khana order kya 36960 rupaye card se diyee,36960,food,card,,
padhai ke liye exam fee pe 6918 rupaye kharchaa kia cash se,6918,education,cash,,
Movie ticket booking INR 43796,43796,entertainment,cash,,
crypto investment me 43862 rs invest kiyaa upi se,43862,investment,upi,,
Online course subscription INR 2192,2192,education,cash,,
2602 rs. ka electricity bill payment bill pay kiya card se,2602,utilities,card,,
online shopping payment se 1586 rupaiye ka shopping kiya upi se,1586,shopping,upi,,
Exam fee INR 9760,9760,education,card,,
Concert ticket INR 17749,17749,entertainment,card,,
Messy outlier tx UPIID123,-5000,unknown,123,,
Car loan EMI INR 3218,3218,emi,card,,
hospital bill me 44223 rupaye kharch hua upi se diy,44223,healthcare,upi,,
Mutual fund SIP INR 29688,29688,investment,card,,
Internet recharge INR 11450,11450,utilities,cash,,
44223 rupaiye ka hospital bill bill aaya upi se pay kiyaa,44223,healthcare,upi,,
aaj bus ticket liya 22422 rupay cash se pay kia,22422,travel,cash,,
Concert ticket INR 22404,22404,entertainment,card,,
Library fee INR 33733,33733,education,upi,,
drop table users;,"1,000",,csh,,
car loan emi ki EMI 16355 rupaiye upi se bhra,16355,emi,upi,,
Hotel booking INR 11927,11927,travel,upi,,
hospital bill me 45616 rupay kharchaa hua card se diyee,45616,healthcare,card,,
Messy outlier tx paypal,NULL,shopping_err,,Unknown,
online shopping payment se 28164 rupaye ka shopping kya card se,28164,shopping,card,,
Ola cab INR 6168,6168,travel,cash,,
home loan emi EMI 41371 rupaiye kat gaye cash se,41371,emi,cash,,
Library fee INR 36137,36137,education,card,,
doctor ke yahan 37180 rs laga upi se diyee,37180,healthcare,upi,,
Pharmacy medicine purchase INR 43344,43344,healthcare,upi,,
zomato dinner me 20350 rs. ka khana khaaya upi se,20350,food,upi,,
padhai ke liye library fee pe 28565 rs kharchaa kiyaa card se,28565,education,card,,
Movie ticket booking INR 18567,18567,entertainment,card,,
Hotel booking INR 42168,42168,travel,card,,
loan ka personal loan installment 33184 rs cash se pay kiya,33184,emi,cash,,
aaj restaurant bill se khana order kya 36124 rs card se die,36124,food,card,,
Uber ride INR 2094,2094,travel,upi,,
stock purchase ka SIP 34012 rupaiye cash se bhra,34012,investment,cash,,
494 rupye khrcha kiya concert ticket pe card se,494,entertainment,card,,
Train ticket IRCTC INR 12220,12220,travel,card,,
Concert ticket INR 32630,32630,entertainment,card,,
college fees payment ka course 40804 rupay me liya card se pay kya,40804,education,card,,
internet recharge ka bill 18016 rupaiye card se bharaa,18016,utilities,card,,
Hotel booking INR 10757,10757,travel,upi,,
Food court payment INR 874,874,food,upi,,
!@#$%^&*(),-5000,blabla,,,
home loan emi EMI 4088 rs. kat gaye cash se,4088,emi,cash,,
PPF contribution INR 36799,36799,investment,card,,
online shopping payment se 34527 rupaiye ka shopping kia upi se,34527,shopping,upi,,
Online course subscription INR 40270,40270,education,upi,,
padhai ke liye college fees payment pe 18694 rs. karcha kiyaa card se,18694,education,card,,
gas bill payment ka bill 36250 rupye upi se bharra,36250,utilities,upi,,
just random text 123,-5000,1234,ccard,,
stock purchase me 49841 rs. invest kia upi se,49841,investment,upi,,
college fees payment ka course 42660 rs me liyaa cash se pay kiyaa,42660,education,cash,,
Concert ticket INR 36543,36543,entertainment,upi,,
credit card emi EMI 33964 rupye kat gaye upi se,33964,emi,upi,,
Hospital bill INR 9625,9625,healthcare,card,,
Uber ride INR 5430,5430,travel,cash,,
online course subscription ki fees 44130 rupay cash se bharaa,44130,education,cash,,
just random text 123,99999999,shopping_err,UPIID123,,
,-5000,misc,csh,,
Medical test charges INR 5169,5169,healthcare,card,,
food court payment ka khana 49572 rupaye me aaya upi se diye,49572,food,upi,,
train ticket irctc ka kiraya 43827 rupaye die cash se,43827,travel,cash,,
2436 rupaye die online course subscription ke liye upi se,2436,education,upi,,
personal loan installment ki EMI 6446 rupaiye cash se bhara,6446,emi,cash,,
car loan emi EMI 48569 rupaye kat gaye upi se,48569,emi,upi,,
Water bill INR 25603,25603,utilities,cash,,
Gas bill payment INR 25781,25781,utilities,cash,,
Electricity bill payment INR 32705,32705,utilities,cash,,
Library fee INR 39805,39805,education,cash,,
Bike loan EMI INR 37761,37761,emi,card,,
food court payment ka khana 29440 rs. me aaya cash se diyee,29440,food,cash,,
Bike loan EMI INR 34820,34820,emi,cash,,
Hospital bill INR 34847,34847,healthcare,cash,,
Movie ticket booking INR 31421,31421,entertainment,cash,,
Train ticket IRCTC INR 22609,22609,travel,upi,,
Personal loan installment INR 41367,41367,emi,upi,,
credit card emi EMI 2925 rs. kat gaye cash se,2925,emi,cash,,
Concert ticket INR 14459,14459,entertainment,cash,,
hospital bill pe 14764 rupye kharcha hui davai pe cash se,14764,healthcare,cash,,
Medical test charges INR 45570,45570,healthcare,card,,
clothing store bill pe shopping kiya 12880 rs karcha card se,12880,shopping,card,,
aaj pizza delivery se khana order kya 49494 rupaiye cash se diyee,49494,food,cash,,
10845 rupaiye lagaa hotel booking me card se diyee,10845,travel,card,,
food court payment me 29176 rupye ka khana khya card se,29176,food,card,,
14764 rs ka hospital bill bill aaya cash se pay kiyaa,14764,healthcare,cash,,
43212 rs. ka personal loan installment installment upi se diye,43212,emi,upi,,
Electricity bill payment INR 45479,45479,utilities,upi,,
padhai ke liye library fee pe 29405 rupay kharcha kiya card se,29405,education,card,,
Bus ticket INR 12969,12969,travel,card,,
Cafe coffee INR 28642,28642,food,cash,,
personal loan installment EMI 25049 rupay kat gaye card se,25049,emi,card,,
online amazon purchase se 29532 ka saman lia card se pay kia,29532,shopping,card,,
aaj crypto investment me 39704 rs. lagaye card se,39704,investment,card,,
Fixed deposit investment INR 35463,35463,investment,card,,
Doctor consultation INR 25297,25297,healthcare,card,,
home loan emi EMI 18872 rupaye kat gaye cash se,18872,emi,cash,,
Flipkart order INR 35043,35043,shopping,card,,
Fixed deposit investment INR 28570,28570,investment,upi,,
30192 rupay ka home loan emi installment card se die,30192,emi,card,,
Library fee INR 23664,23664,education,upi,,
Movie ticket booking INR 24591,24591,entertainment,upi,,
concert ticket dekha 41437 rs lgaa cash se die,41437,entertainment,cash,,
Personal loan installment INR 19923,19923,emi,card,,
College fees payment INR 23150,23150,education,upi,,
Crypto investment INR 507,507,investment,card,,
Medical test charges INR 47123,47123,healthcare,card,,
Exam fee INR 4436,4436,education,cash,,
College fees payment INR 42660,42660,education,cash,,
36137 rupaiye die library fee ke liye card se,36137,education,card,,
257 rupye ka order diyee amazon purchase pe card se,257,shopping,card,,
Library fee INR 29405,29405,education,card,,
Game purchase INR 42388,42388,entertainment,card,,
