text,amount,category,payment_method
Zomato dinner INR 43277,43277,food,cash
cafe coffee me 16210 rupaye ka khana khya upi se,16210,food,upi
crypto investment me 39704 rupaiye invest kya card se,39704,investment,card
Online shopping payment INR 4771,4771,shopping,cash
stock purchase me 30481 rs invest kia card se,30481,investment,card
Online course subscription INR 8719,8719,education,card
4831 rupye fixed deposit investment me daale upi se,4831,investment,upi
hotel booking ka kiraya 12291 rupye diy cash se,12291,travel,cash
game purchase ka subscription 10121 rs upi se renew kia,10121,entertainment,upi
crypto investment ka SIP 24114 rs cash se bharra,24114,investment,cash
Fixed deposit investment INR 36205,36205,investment,card
48851 rs. diy college fees payment ke liye cash se,48851,education,cash
concert ticket ka ticket 49645 rs me lia card se,49645,entertainment,card
Food court payment INR 35805,35805,food,card
40228 rs ka personal loan installment installment upi se diyee,40228,emi,upi
personal loan installment EMI 41367 rupaiye kat gaye upi se,41367,emi,upi
16659 rupaye laga uber ride me card se diy,16659,travel,card
cafe coffee me 48843 rs ka khana khayaa card se,48843,food,card
10986 rupye diyee exam fee ke liye upi se,10986,education,upi
34382 rupye diyee college fees payment ke liye upi se,34382,education,upi
26301 rupaiye laga train ticket irctc me cash se diy,26301,travel,cash
Crypto investment INR 10856,10856,investment,card
Movie ticket booking INR 20566,20566,entertainment,card
aaj crypto investment me 16586 rupay lagaye upi se,16586,investment,upi
ppf contribution me 18507 rupaiye invest kia upi se,18507,investment,upi
ppf contribution me 36799 rupye invest kiya card se,36799,investment,card
online amazon purchase se 35995 ka saman liyaa card se pay kia,35995,shopping,card
Bike loan EMI INR 9805,9805,emi,cash
loan ka credit card emi 20773 rupaye cash se pay kiya,20773,emi,cash
Water bill INR 48781,48781,utilities,card
electricity bill payment ka bill 47161 rupay cash se bhara,47161,utilities,cash
Flipkart order INR 38929,38929,shopping,card
aaj swiggy order se khana order kya 4655 rupye cash se diyee,4655,food,cash
"swiggy order pe 19903 ka bill tha, upi se pay kya",19903,food,upi
doctor consultation me 26410 rupay karcha hua card se diye,26410,healthcare,card
PPF contribution INR 1405,1405,investment,card
Cafe coffee INR 41213,41213,food,cash
"pizza delivery pe 931 ka bill tha, card se pay kia",931,food,card
fixed deposit investment me 24075 rs. invest kya card se,24075,investment,card
padhai ke liye college fees payment pe 31269 rs. kharchaa kiya card se,31269,education,card
Electricity bill payment INR 18398,18398,utilities,upi
Game purchase INR 19731,19731,entertainment,card
pharmacy medicine purchase pe 22644 rupaye kharchaa hui davai pe cash se,22644,healthcare,cash
Library fee INR 5912,5912,education,upi
doctor ke yahan 29051 rupaiye lagaa card se die,29051,healthcare,card
aaj cafe coffee se khana order kia 11491 rs upi se diye,11491,food,upi
Flipkart order INR 13532,13532,shopping,upi
water bill ka bill 29403 rupye cash se bhara,29403,utilities,cash
credit card emi ki EMI 29705 rupaye card se bharaa,29705,emi,card
Hotel booking INR 2655,2655,travel,upi
17345 rupay ka pharmacy medicine purchase bill aaya card se pay kiyaa,17345,healthcare,card
netflix subscription ka subscription 5487 rupye cash se renew kiyaa,5487,entertainment,cash
Netflix subscription INR 22830,22830,entertainment,card
gas bill payment ka bill 16348 rs. cash se bhra,16348,utilities,cash
Clothing store bill INR 26714,26714,shopping,cash
library fee ki fees 16371 rs upi se bharra,16371,education,upi
1554 rupaiye stock purchase me daale card se,1554,investment,card
Gas bill payment INR 5366,5366,utilities,card
Online shopping payment INR 46189,46189,shopping,upi
concert ticket dekha 7643 rupaiye lagaa upi se diy,7643,entertainment,upi
37238 rupaye ka order diy online shopping payment pe upi se,37238,shopping,upi
"food court payment pe 35805 ka bill tha, card se pay kya",35805,food,card
Hospital bill INR 12672,12672,healthcare,upi
amazon purchase pe shopping kia 19936 rupaiye karcha upi se,19936,shopping,upi
exam fee ki fees 26476 rupye cash se bharra,26476,education,cash
Amazon purchase INR 29532,29532,shopping,card
Internet recharge INR 29529,29529,utilities,card
Uber ride INR 17271,17271,travel,upi
Movie ticket booking INR 2428,2428,entertainment,upi
Stock purchase INR 32070,32070,investment,card
33976 rupaiye fixed deposit investment me daale cash se,33976,investment,cash
Online course subscription INR 38439,38439,education,card
Electricity bill payment INR 35065,35065,utilities,card
aaj mutual fund sip me 32642 rupye lagaye upi se,32642,investment,upi
aaj ola cab lia 6097 rupye upi se pay kiya,6097,travel,upi
"pizza delivery pe 15700 ka bill tha, upi se pay kya",15700,food,upi
40358 rupay ka credit card emi installment cash se die,40358,emi,cash
bike loan emi EMI 27133 rs kat gaye card se,27133,emi,card
Stock purchase INR 9709,9709,investment,cash
PPF contribution INR 16625,16625,investment,card
Credit card EMI INR 29705,29705,emi,card
Pizza delivery INR 9140,9140,food,cash
Concert ticket INR 49645,49645,entertainment,card
internet recharge recharge kiya 1840 rupye card se,1840,utilities,card
Gas bill payment INR 43655,43655,utilities,upi
flipkart order se 34314 rs. ka shopping kiya card se,34314,shopping,card
flight ticket booking ki ticket 39555 rupye me book kiyaa card se,39555,travel,card
aaj fixed deposit investment me 43173 rupay lagaye cash se,43173,investment,cash
aaj water bill ka 38723 rs. ka bill cash se bharaa,38723,utilities,cash
ppf contribution me 13598 rupay invest kia upi se,13598,investment,upi
Water bill INR 10694,10694,utilities,card
aaj fixed deposit investment me 24075 rs lagaye card se,24075,investment,card
home loan emi ki EMI 45326 rupye cash se bhra,45326,emi,cash
loan ka bike loan emi 22440 rupye card se pay kiyaa,22440,emi,card
car loan emi ki EMI 17303 rupay upi se bharra,17303,emi,upi
Pharmacy medicine purchase INR 3194,3194,healthcare,card
Concert ticket INR 7898,7898,entertainment,cash
hospital bill pe 12672 rupaye karcha hui davai pe upi se,12672,healthcare,upi
Amazon purchase INR 4956,4956,shopping,card
hotel booking ka kiraya 2655 rupaiye die upi se,2655,travel,upi
Library fee INR 29683,29683,education,upi
Home loan EMI INR 2780,2780,emi,upi
concert ticket ka ticket 32308 rs me liya cash se,32308,entertainment,cash
netflix subscription dekha 27752 rs lga cash se diye,27752,entertainment,cash
48592 rs. kharchaa kya concert ticket pe upi se,48592,entertainment,upi
college fees payment ki fees 21209 rupaiye card se bhara,21209,education,card
Credit card EMI INR 31518,31518,emi,cash
Pizza delivery INR 35963,35963,food,upi
Online course subscription INR 4229,4229,education,card
concert ticket ka subscription 7898 rs cash se renew kiyaa,7898,entertainment,cash
flight ticket booking ki ticket 16186 rs me book kiyaa upi se,16186,travel,upi
home loan emi ki EMI 40384 rupaye upi se bharra,40384,emi,upi
11347 rs ka electricity bill payment bill pay kya card se,11347,utilities,card
Doctor consultation INR 18296,18296,healthcare,card
internet recharge recharge kiya 1395 rs upi se,1395,utilities,upi
mobile recharge recharge kya 35489 rs cash se,35489,utilities,cash
home loan emi EMI 18872 rupaye kat gaye cash se,18872,emi,cash
home loan emi EMI 33306 rupaye kat gaye cash se,33306,emi,cash
loan ka bike loan emi 38119 rupye cash se pay kya,38119,emi,cash
pharmacy medicine purchase pe 11325 rupaiye kharch hui davai pe card se,11325,healthcare,card
Crypto investment INR 41878,41878,investment,upi
online online shopping payment se 23220 ka saman lia upi se pay kiya,23220,shopping,upi
mutual fund sip ka SIP 33113 rupaiye card se bhara,33113,investment,card
Online shopping payment INR 43520,43520,shopping,upi
personal loan installment EMI 22156 rupye kat gaye upi se,22156,emi,upi
36178 rs. lagaa flight ticket booking me cash se diy,36178,travel,cash
loan ka home loan emi 5257 rupay upi se pay kiya,5257,emi,upi
train ticket irctc ka kiraya 43827 rupaye die cash se,43827,travel,cash
1632 rupye kharchaa kia concert ticket pe card se,1632,entertainment,card
netflix subscription dekha 32583 rupaiye lagaa upi se diyee,32583,entertainment,upi
amazon purchase pe shopping kia 32457 rupaye khrcha upi se,32457,shopping,upi
aaj bus ticket liyaa 20140 rupaye card se pay kiya,20140,travel,card
ola cab ki ticket 26683 rs. me book kya card se,26683,travel,card
Medical test charges INR 1640,1640,healthcare,upi
aaj internet recharge ka 20639 rupye ka bill upi se bhra,20639,utilities,upi
Hospital bill INR 21053,21053,healthcare,card
Hotel booking INR 24174,24174,travel,upi
"pizza delivery pe 45435 ka bill tha, card se pay kya",45435,food,card
Hospital bill INR 47829,47829,healthcare,cash
clothing store bill pe shopping kiya 33641 rupaiye khrcha cash se,33641,shopping,cash
medical test charges pe 1311 rupaiye kharchaa hui davai pe upi se,1311,healthcare,upi
Electricity bill payment INR 11347,11347,utilities,card
49627 rs. ka mobile recharge bill pay kiyaa upi se,49627,utilities,upi
College fees payment INR 12066,12066,education,upi
stock purchase ka SIP 20642 rupay upi se bhra,20642,investment,upi
aaj water bill ka 39239 rupye ka bill cash se bharaa,39239,utilities,cash
Mutual fund SIP INR 33113,33113,investment,card
Library fee INR 49393,49393,education,card
Online shopping payment INR 34818,34818,shopping,upi
Internet recharge INR 45866,45866,utilities,upi
44947 rs mutual fund sip me daale upi se,44947,investment,upi
aaj uber ride lya 10666 rs upi se pay kiya,10666,travel,upi
Electricity bill payment INR 11093,11093,utilities,upi
doctor ke yahan 12672 rupaiye laga upi se diye,12672,healthcare,upi
Mobile recharge INR 41014,41014,utilities,upi
padhai ke liye college fees payment pe 16165 rupaiye khrcha kya card se,16165,education,card
doctor consultation me 18296 rupaye khrcha hua card se diyee,18296,healthcare,card
ppf contribution me 48667 rs invest kia card se,48667,investment,card
amazon purchase se 40704 rs. ka shopping kya upi se,40704,shopping,upi
electronics shopping pe shopping kiya 45288 rs kharcha card se,45288,shopping,card
Credit card EMI INR 20773,20773,emi,cash
College fees payment INR 21209,21209,education,card
hospital bill me 5037 rs kharcha hua card se diy,5037,healthcare,card
aaj pizza delivery se khana order kya 48825 rupay upi se diyee,48825,food,upi
aaj train ticket irctc liyaa 36320 rupay cash se pay kya,36320,travel,cash
mutual fund sip ka SIP 4992 rupaye upi se bhra,4992,investment,upi
Stock purchase INR 21427,21427,investment,card
Pharmacy medicine purchase INR 9602,9602,healthcare,cash
aaj mobile recharge ka 49627 rupye ka bill upi se bhra,49627,utilities,upi
Credit card EMI INR 13363,13363,emi,upi
Car loan EMI INR 38420,38420,emi,upi
18134 rs. ka order diyee electronics shopping pe cash se,18134,shopping,cash
Doctor consultation INR 40227,40227,healthcare,upi
Car loan EMI INR 47417,47417,emi,cash
4662 rs ka mobile recharge bill pay kya upi se,4662,utilities,upi
Hotel booking INR 32224,32224,travel,upi
fixed deposit investment me 26392 rupay invest kya upi se,26392,investment,upi
38744 rupye ka credit card emi installment cash se diyee,38744,emi,cash
lunch at hotel me 784 rupaiye ka khana khaaya cash se,784,food,cash
Cafe coffee INR 11491,11491,food,upi
7348 rupye ka electricity bill payment bill pay kiyaa card se,7348,utilities,card
Personal loan installment INR 25049,25049,emi,card
Exam fee INR 23550,23550,education,upi
Train ticket IRCTC INR 21048,21048,travel,cash
Water bill INR 42371,42371,utilities,card
2436 rupaye die online course subscription ke liye upi se,2436,education,upi
hotel booking ki ticket 48576 rupay me book kia card se,48576,travel,card
exam fee ki fees 4436 rupay cash se bharaa,4436,education,cash
Flipkart order INR 23890,23890,shopping,card
43683 rupaye ka credit card emi installment card se diy,43683,emi,card
clothing store bill se 15291 rs. ka shopping kiya upi se,15291,shopping,upi
personal loan installment EMI 48231 rs. kat gaye upi se,48231,emi,upi
Flight ticket booking INR 38594,38594,travel,card
Credit card EMI INR 7170,7170,emi,card
exam fee ka course 36422 rs me liyaa card se pay kiya,36422,education,card
padhai ke liye online course subscription pe 43331 rupaiye kharcha kiya upi se,43331,education,upi
pharmacy medicine purchase me 40800 rs kharch hua cash se diy,40800,healthcare,cash
931 rs. kharchaa kya pizza delivery pe card se,931,food,card
aaj bus ticket lia 6052 rupye card se pay kia,6052,travel,card
37279 rs. ka order diy amazon purchase pe cash se,37279,shopping,cash
Personal loan installment INR 19923,19923,emi,card
742 rupaiye ka internet recharge bill pay kya card se,742,utilities,card
Netflix subscription INR 27752,27752,entertainment,cash
medical test charges pe 2009 rs. kharchaa hui davai pe cash se,2009,healthcare,cash
gas bill payment ka bill 25781 rupaye cash se bhara,25781,utilities,cash
Concert ticket INR 18708,18708,entertainment,card
Medical test charges INR 1654,1654,healthcare,card
Electronics shopping INR 9846,9846,shopping,card
Bike loan EMI INR 37761,37761,emi,card
car loan emi EMI 26884 rupaiye kat gaye cash se,26884,emi,cash
Electricity bill payment INR 45363,45363,utilities,card
aaj fixed deposit investment me 41591 rupye lagaye upi se,41591,investment,upi
online shopping payment se 34818 rupye ka shopping kia upi se,34818,shopping,upi
17396 rs ka doctor consultation bill aaya card se pay kiyaa,17396,healthcare,card
Swiggy order INR 3507,3507,food,card
Flipkart order INR 43137,43137,shopping,card
Flipkart order INR 48981,48981,shopping,cash
"pizza delivery pe 9140 ka bill tha, cash se pay kia",9140,food,cash
concert ticket dekha 14975 rupaiye lga card se diy,14975,entertainment,card
Car loan EMI INR 35906,35906,emi,card
Flipkart order INR 1411,1411,shopping,card
21596 rupaiye ka hospital bill bill aaya upi se pay kiya,21596,healthcare,upi
internet recharge ka bill 16963 rupaiye cash se bhra,16963,utilities,cash
pharmacy medicine purchase pe 2701 rupaiye khrcha hui davai pe upi se,2701,healthcare,upi
aaj restaurant bill se khana order kiyaa 10308 rs. cash se die,10308,food,cash
game purchase dekha 47916 rs laga cash se diy,47916,entertainment,cash
Flight ticket booking INR 16186,16186,travel,upi
Car loan EMI INR 45480,45480,emi,card
padhai ke liye library fee pe 23664 rupaiye karcha kya upi se,23664,education,upi
20235 rs ka electricity bill payment bill pay kia upi se,20235,utilities,upi
train ticket irctc ka kiraya 12220 rupaiye diy card se,12220,travel,card
Electricity bill payment INR 22313,22313,utilities,upi
Cafe coffee INR 27158,27158,food,upi
hotel booking ki ticket 18691 rupye me book kya card se,18691,travel,card
Pharmacy medicine purchase INR 40800,40800,healthcare,cash
Internet recharge INR 38381,38381,utilities,upi
hospital bill pe 24208 rupaye khrcha hui davai pe card se,24208,healthcare,card
doctor ke yahan 47123 rupay lagaa card se diyee,47123,healthcare,card
Movie ticket booking INR 9062,9062,entertainment,cash
loan ka credit card emi 16906 rupye upi se pay kya,16906,emi,upi
40444 rupye mutual fund sip me daale cash se,40444,investment,cash
cafe coffee ka khana 12376 rupaye me aaya card se diye,12376,food,card
online course subscription ka course 26545 rupaye me lya upi se pay kya,26545,education,upi
Fixed deposit investment INR 35463,35463,investment,card
Doctor consultation INR 35787,35787,healthcare,card
654 rupaiye kharch kiyaa lunch at hotel pe card se,654,food,card
pharmacy medicine purchase me 14353 rupaiye karcha hua card se diye,14353,healthcare,card
Bus ticket INR 22422,22422,travel,cash
Electronics shopping INR 10411,10411,shopping,upi
Mutual fund SIP INR 13070,13070,investment,cash
concert ticket ka ticket 18708 rupaiye me liya card se,18708,entertainment,card
2149 rupaye fixed deposit investment me daale card se,2149,investment,card
24017 rupaye ka credit card emi installment cash se diy,24017,emi,cash
food court payment ka khana 49572 rupaye me aaya upi se diye,49572,food,upi
gas bill payment recharge kya 16348 rs cash se,16348,utilities,cash
Home loan EMI INR 29470,29470,emi,cash
electricity bill payment recharge kiya 20235 rupay upi se,20235,utilities,upi
library fee ka course 11520 rupaiye me liyaa upi se pay kia,11520,education,upi
aaj ola cab lia 6168 rs cash se pay kia,6168,travel,cash
credit card emi EMI 13363 rupay kat gaye upi se,13363,emi,upi
Game purchase INR 45916,45916,entertainment,upi
23984 rupay ka doctor consultation bill aaya cash se pay kiya,23984,healthcare,cash
Movie ticket booking INR 16148,16148,entertainment,upi
Hotel booking INR 48576,48576,travel,card
uber ride ka kiraya 49540 rupaiye die card se,49540,travel,card
Personal loan installment INR 13688,13688,emi,card
Train ticket IRCTC INR 27394,27394,travel,card
netflix subscription ka ticket 16459 rs me liya card se,16459,entertainment,card
11927 rs lagaa hotel booking me upi se diye,11927,travel,upi
30807 rupye kharch kia movie ticket booking pe card se,30807,entertainment,card
aaj ppf contribution me 18507 rupaiye lagaye upi se,18507,investment,upi
College fees payment INR 29249,29249,education,card
Hospital bill INR 27508,27508,healthcare,cash
library fee ki fees 12710 rupaye card se bharaa,12710,education,card
Food court payment INR 14382,14382,food,upi
online shopping payment se 23220 rupaiye ka shopping kya upi se,23220,shopping,upi
cafe coffee me 28393 rupye ka khana khaya upi se,28393,food,upi
concert ticket ka ticket 21214 rs me liya upi se,21214,entertainment,upi
Mobile recharge INR 49627,49627,utilities,upi
Electronics shopping INR 4429,4429,shopping,card
padhai ke liye college fees payment pe 1210 rupaiye kharchaa kia cash se,1210,education,cash
uber ride ki ticket 26497 rs me book kiyaa card se,26497,travel,card
cafe coffee ka khana 28642 rupye me aaya cash se die,28642,food,cash
Stock purchase INR 47557,47557,investment,card
online course subscription ka course 39601 rupaiye me lia card se pay kiyaa,39601,education,card
Online course subscription INR 49632,49632,education,card
Pizza delivery INR 13580,13580,food,cash
Exam fee INR 13464,13464,education,card
16565 rupye ka order die online shopping payment pe upi se,16565,shopping,upi
Flight ticket booking INR 14784,14784,travel,cash
PPF contribution INR 48667,48667,investment,card
home loan emi EMI 4088 rs. kat gaye cash se,4088,emi,cash
cafe coffee ka khana 31001 rupye me aaya upi se die,31001,food,upi
25971 rupaiye ka pharmacy medicine purchase bill aaya cash se pay kiyaa,25971,healthcare,cash
netflix subscription dekha 44364 rs. laga upi se diye,44364,entertainment,upi
Cafe coffee INR 12169,12169,food,upi
Credit card EMI INR 38744,38744,emi,cash
ola cab ka kiraya 26683 rs. die card se,26683,travel,card
online amazon purchase se 32457 ka saman lia upi se pay kiya,32457,shopping,upi
aaj hotel booking lia 2655 rs. upi se pay kiyaa,2655,travel,upi
internet recharge recharge kiya 23519 rupaye card se,23519,utilities,card
game purchase ka subscription 47916 rupye cash se renew kia,47916,entertainment,cash
hospital bill me 39512 rs kharch hua upi se diyee,39512,healthcare,upi
movie ticket booking ka ticket 14999 rs. me lya upi se,14999,entertainment,upi
Online course subscription INR 46137,46137,education,card
Food court payment INR 874,874,food,upi
online shopping payment pe shopping kya 49061 rupye kharch upi se,49061,shopping,upi
Amazon purchase INR 40704,40704,shopping,upi
Pizza delivery INR 39223,39223,food,card
doctor consultation me 33024 rs. kharch hua upi se diyee,33024,healthcare,upi
zomato dinner me 15780 rupye ka khana khaya card se,15780,food,card
Credit card EMI INR 18928,18928,emi,card
ppf contribution me 43053 rs invest kiya card se,43053,investment,card
Credit card EMI INR 14153,14153,emi,cash
10856 rupay crypto investment me daale card se,10856,investment,card
doctor ke yahan 49075 rupye laga cash se diye,49075,healthcare,cash
car loan emi ki EMI 16355 rupaiye upi se bhra,16355,emi,upi
fixed deposit investment ka SIP 43713 rs. upi se bharaa,43713,investment,upi
Amazon purchase INR 19936,19936,shopping,upi
Crypto investment INR 39986,39986,investment,upi
amazon purchase se 15088 rupay ka shopping kiyaa card se,15088,shopping,card
pizza delivery ka khana 35963 rupaye me aaya upi se diyee,35963,food,upi
Stock purchase INR 30164,30164,investment,card
16147 rs die exam fee ke liye card se,16147,education,card
43627 rs. die exam fee ke liye card se,43627,education,card
Electricity bill payment INR 20582,20582,utilities,cash
internet recharge recharge kia 48438 rs. cash se,48438,utilities,cash
game purchase ka subscription 42388 rs card se renew kiyaa,42388,entertainment,card
online clothing store bill se 17322 ka saman liyaa card se pay kiyaa,17322,shopping,card
doctor ke yahan 5037 rs. laga card se die,5037,healthcare,card
flipkart order pe shopping kya 14692 rupye kharcha cash se,14692,shopping,cash
aaj mobile recharge ka 24747 rupay ka bill card se bhra,24747,utilities,card
18398 rupye ka electricity bill payment bill pay kya upi se,18398,utilities,upi
11279 rupaye ka hospital bill bill aaya cash se pay kia,11279,healthcare,cash
20244 rupaye khrcha kiya concert ticket pe cash se,20244,entertainment,cash
aaj mutual fund sip me 21494 rs. lagaye cash se,21494,investment,cash
water bill ka bill 37144 rupye cash se bhara,37144,utilities,cash
35323 rupay ka mobile recharge bill pay kiya cash se,35323,utilities,cash
Personal loan installment INR 29995,29995,emi,upi
exam fee ki fees 32798 rupye upi se bharra,32798,education,upi
Library fee INR 24613,24613,education,cash
Library fee INR 28565,28565,education,card
Online shopping payment INR 28164,28164,shopping,card
20388 rupye ka water bill bill pay kya card se,20388,utilities,card
Internet recharge INR 7712,7712,utilities,card
Medical test charges INR 34459,34459,healthcare,cash
6702 rs. lgaa uber ride me cash se die,6702,travel,cash
Exam fee INR 8233,8233,education,card
doctor ke yahan 41264 rupay lgaa card se diye,41264,healthcare,card
aaj fixed deposit investment me 2149 rupaiye lagaye card se,2149,investment,card
27259 rupay ka car loan emi installment cash se diye,27259,emi,cash
online course subscription ka course 46594 rupye me liya upi se pay kia,46594,education,upi
Netflix subscription INR 40589,40589,entertainment,cash
loan ka home loan emi 38465 rupaiye upi se pay kiya,38465,emi,upi
14233 rupaye ka order diy amazon purchase pe upi se,14233,shopping,upi
Credit card EMI INR 32447,32447,emi,card
Electronics shopping INR 45288,45288,shopping,card
aaj uber ride lya 40312 rs cash se pay kya,40312,travel,cash
online amazon purchase se 25052 ka saman liyaa upi se pay kiya,25052,shopping,upi
35192 rs stock purchase me daale cash se,35192,investment,cash
Bus ticket INR 18752,18752,travel,cash
internet recharge recharge kiya 16152 rupaye upi se,16152,utilities,upi
Water bill INR 19958,19958,utilities,cash
swiggy order ka khana 18737 rs me aaya cash se diy,18737,food,cash
Clothing store bill INR 25461,25461,shopping,upi
flipkart order se 7479 rupye ka shopping kia upi se,7479,shopping,upi
5495 rupye ka order die clothing store bill pe upi se,5495,shopping,upi
Fixed deposit investment INR 9520,9520,investment,card
doctor consultation pe 17396 rupaiye kharchaa hui davai pe card se,17396,healthcare,card
Netflix subscription INR 26178,26178,entertainment,cash
Pharmacy medicine purchase INR 12468,12468,healthcare,cash
26079 rupay kharchaa kiya movie ticket booking pe cash se,26079,entertainment,cash
Credit card EMI INR 2925,2925,emi,cash
doctor ke yahan 34356 rupay lgaa card se die,34356,healthcare,card
"restaurant bill pe 3891 ka bill tha, cash se pay kiya",3891,food,cash
Exam fee INR 10986,10986,education,upi
Pizza delivery INR 24464,24464,food,upi
Crypto investment INR 37992,37992,investment,upi
electronics shopping pe shopping kiyaa 20593 rs kharch upi se,20593,shopping,upi
mobile recharge ka bill 15151 rupaye card se bhra,15151,utilities,card
Concert ticket INR 48592,48592,entertainment,upi
4088 rupay ka home loan emi installment cash se diy,4088,emi,cash
Movie ticket booking INR 37647,37647,entertainment,card
2828 rupaye ppf contribution me daale cash se,2828,investment,cash
Library fee INR 21166,21166,education,cash
20350 rupaiye khrcha kya zomato dinner pe upi se,20350,food,upi
Exam fee INR 8008,8008,education,upi
flipkart order se 21860 rupay ka shopping kiya card se,21860,shopping,card
library fee ki fees 49393 rupaiye card se bhara,49393,education,card
28134 rs. ka bike loan emi installment cash se die,28134,emi,cash
Cafe coffee INR 24955,24955,food,cash
online course subscription ki fees 15940 rupay card se bhara,15940,education,card
online course subscription ka course 4229 rupaiye me liya card se pay kia,4229,education,card
online shopping payment se 21769 rupaiye ka shopping kia upi se,21769,shopping,upi
Cafe coffee INR 4397,4397,food,cash
online amazon purchase se 29532 ka saman lia card se pay kia,29532,shopping,card
doctor consultation pe 27196 rupaiye karcha hui davai pe card se,27196,healthcare,card
pizza delivery me 33055 rupye ka khana khya card se,33055,food,card
Restaurant bill INR 47710,47710,food,card
mobile recharge recharge kiyaa 32382 rupaiye cash se,32382,utilities,cash
library fee ki fees 29405 rupye card se bharra,29405,education,card
Train ticket IRCTC INR 43827,43827,travel,cash
Gas bill payment INR 1407,1407,utilities,cash
internet recharge recharge kiyaa 38381 rupay upi se,38381,utilities,upi
Internet recharge INR 11450,11450,utilities,cash
Flipkart order INR 22995,22995,shopping,cash
concert ticket ka subscription 11018 rupaiye cash se renew kiya,11018,entertainment,cash
loan ka bike loan emi 14361 rs card se pay kya,14361,emi,card
aaj stock purchase me 43568 rs. lagaye upi se,43568,investment,upi
38968 rupye kharchaa kia concert ticket pe card se,38968,entertainment,card
7034 rs. kharcha kya lunch at hotel pe upi se,7034,food,upi
Credit card EMI INR 43683,43683,emi,card
pharmacy medicine purchase me 22644 rs. khrcha hua cash se die,22644,healthcare,cash
library fee ki fees 26911 rs. upi se bhara,26911,education,upi
Library fee INR 12710,12710,education,card
Lunch at hotel INR 33931,33931,food,upi
stock purchase me 16129 rupye invest kiyaa card se,16129,investment,card
Ola cab INR 9983,9983,travel,card
Online course subscription INR 22548,22548,education,upi
32565 rupaye karcha kia cafe coffee pe upi se,32565,food,upi
concert ticket ka ticket 27093 rupaye me lia cash se,27093,entertainment,cash
pizza delivery me 39223 rupye ka khana khya card se,39223,food,card
Hospital bill INR 45663,45663,healthcare,card
Clothing store bill INR 1614,1614,shopping,cash
Exam fee INR 43627,43627,education,card
16586 rupaye crypto investment me daale upi se,16586,investment,upi
clothing store bill se 29471 rupaiye ka shopping kiya card se,29471,shopping,card
12276 rupye ka order diyee electronics shopping pe cash se,12276,shopping,cash
Credit card EMI INR 13425,13425,emi,upi
Mutual fund SIP INR 41835,41835,investment,cash
Amazon purchase INR 35995,35995,shopping,card
online clothing store bill se 35591 ka saman lia cash se pay kiya,35591,shopping,cash
Mobile recharge INR 35323,35323,utilities,cash
aaj zomato dinner se khana order kiyaa 5894 rupaiye cash se diye,5894,food,cash
loan ka car loan emi 47417 rupaye cash se pay kya,47417,emi,cash
Stock purchase INR 49841,49841,investment,upi
Pizza delivery INR 36961,36961,food,card
Water bill INR 46698,46698,utilities,cash
online shopping payment se 43835 rupaiye ka shopping kiya card se,43835,shopping,card
PPF contribution INR 37359,37359,investment,upi
Mobile recharge INR 31776,31776,utilities,upi
aaj ola cab lia 16749 rs. cash se pay kia,16749,travel,cash
credit card emi EMI 6411 rupay kat gaye card se,6411,emi,card
college fees payment ka course 40804 rupay me liya card se pay kya,40804,education,card
aaj food court payment se khana order kiya 3926 rupaiye cash se diye,3926,food,cash
doctor ke yahan 34459 rs. lgaa cash se diyee,34459,healthcare,cash
Stock purchase INR 1554,1554,investment,card
Flight ticket booking INR 38937,38937,travel,card
food court payment me 7932 rupay ka khana khya cash se,7932,food,cash
Library fee INR 21941,21941,education,upi
Concert ticket INR 46522,46522,entertainment,cash
Game purchase INR 13967,13967,entertainment,cash
Medical test charges INR 24687,24687,healthcare,upi
46401 rupay ka water bill bill pay kiyaa upi se,46401,utilities,upi
Exam fee INR 40472,40472,education,upi
Personal loan installment INR 6446,6446,emi,cash
restaurant bill me 30424 rupye ka khana khya upi se,30424,food,upi
39473 rupaye ka pharmacy medicine purchase bill aaya cash se pay kia,39473,healthcare,cash
library fee ki fees 10086 rupaiye upi se bharra,10086,education,upi
11349 rupaye mutual fund sip me daale upi se,11349,investment,upi
PPF contribution INR 197,197,investment,card
stock purchase ka SIP 38240 rupaiye upi se bharra,38240,investment,upi
Electricity bill payment INR 45479,45479,utilities,upi
Car loan EMI INR 4320,4320,emi,cash
Concert ticket INR 32630,32630,entertainment,card
"zomato dinner pe 9334 ka bill tha, cash se pay kya",9334,food,cash
494 rupye khrcha kiya concert ticket pe card se,494,entertainment,card
Doctor consultation INR 25297,25297,healthcare,card
"zomato dinner pe 28593 ka bill tha, card se pay kiya",28593,food,card
Bike loan EMI INR 5913,5913,emi,card
Train ticket IRCTC INR 36320,36320,travel,cash
6852 rupye kharchaa kya zomato dinner pe card se,6852,food,card
23342 rs khrcha kiyaa food court payment pe cash se,23342,food,cash
exam fee ki fees 19939 rupaiye card se bhara,19939,education,card
Online course subscription INR 46594,46594,education,upi
Credit card EMI INR 33532,33532,emi,cash
ppf contribution me 16625 rupaiye invest kia card se,16625,investment,card
7479 rs ka order diye flipkart order pe upi se,7479,shopping,upi
5263 rupaiye kharch kiya netflix subscription pe upi se,5263,entertainment,upi
"lunch at hotel pe 784 ka bill tha, cash se pay kiya",784,food,cash
"food court payment pe 874 ka bill tha, upi se pay kya",874,food,upi
