text,amount,category,payment_method,payment_provider,location,notes
Netflix subscription INR 6162,6162,entertainment,card,,,
Concert ticket INR 26153,26153,entertainment,card,,,
Concert ticket INR 9046,9046,entertainment,upi,cred,,
22641 rs diyee online course subscription ke liye Paytm se,22641,education,upi,paytm,,
loan ka car loan emi 7385 rupaiye BHIM se pay kiya,7385,emi,upi,bhim,,
Internet recharge INR 6429,6429,utilities,cash,,,
Flipkart order INR 30635,30635,shopping,upi,cred,,
Game purchase INR 40725,40725,entertainment,cash,,,
uber ola cab ride airport train ticket ₹16870 card,16870,travel,card,,,
crypto investment ka SIP 41660 rupay bhim se bhra,41660,investment,upi,bhim,,
padhai ke liye college fees payment pe 28317 rupaye kharcha kiyaa CRED se,28317,education,upi,cred,,
mutual fund SIP stocks PPF FD investment ₹13623 card,13623,investment,card,,,
doctor consultation me 5598 rs. khrcha hua card se diyee,5598,healthcare,card,,,
kal raat dinner split 12281 rupye Paytm,12281,friends,upi,paytm,,
netflix spotify hotstar subscription movie show ₹17274 Phone Pe,17274,entertainment,upi,phonepe,,
train ticket irctc ka kiraya 38973 rupye diyee card se,38973,travel,card,,,
Cafe coffee INR 22265,22265,food,upi,paytm,,
Flight ticket booking INR 14765,14765,travel,card,,,
school college tuition course books fees ₹6077 GPay,6077,education,upi,gpay,,
Gas bill payment INR 27255,27255,utilities,upi,phonepe,,
Bike loan EMI INR 2411,2411,emi,upi,bhim,,
home loan car loan credit card EMI monthly ₹11241 autopay card,11241,emi,card,,,
CRED: Payment of ₹18015 to flatmate rent share successful,18015,friends,upi,cred,,
fixed deposit investment ka SIP 16435 rs card se bharaa,16435,investment,card,,,
Crypto investment INR 37116,37116,investment,card,,,
amazon flipkart myntra online shopping order ₹1568 cash,1568,shopping,cash,,,
electricity bill payment ka bill 3362 rs CRED se bhara,3362,utilities,upi,cred,,
netflix spotify hotstar subscription movie show ₹1026 bhim,1026,entertainment,upi,bhim,,
gas bill payment ka bill 49419 rupye cred se bhra,49419,utilities,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹20729 card,20729,healthcare,card,,,
mutual fund SIP stocks PPF FD investment ₹16400 CRED,16400,investment,upi,cred,,
home loan car loan credit card EMI monthly ₹49053 autopay card,49053,emi,card,,,
12296 rupaye ka bike loan emi installment card se die,12296,emi,card,,,
doctor consultation pe 10683 rs kharchaa hui davai pe cred se,10683,healthcare,upi,cred,,
Exam fee INR 6376,6376,education,cash,,,
Transaction successful — ₹43960 to Bus ticket via gpay UPI,43960,travel,upi,gpay,,
netflix spotify hotstar subscription movie show ₹24940 CRED,24940,entertainment,upi,cred,,
Hospital bill INR 40591,40591,healthcare,upi,bhim,,
Train ticket IRCTC INR 33210,33210,travel,card,,,
electricity water broadband mobile recharge bill ₹3846 paytm,3846,utilities,upi,paytm,,
Home loan EMI INR 26332,26332,emi,card,,,
Paid ₹29666 to Fixed deposit investment using BHIM,29666,investment,upi,bhim,,
Bike loan EMI INR 46482,46482,emi,upi,paytm,,
17070 rupaiye friend ko UPI cash se transfer,17070,friends,cash,,,
aaj mobile recharge ka 14863 rupaye ka bill BHIM se bhara,14863,utilities,upi,bhim,,
Swiggy order INR 46145,46145,food,upi,phonepe,,
Paid ₹20414 to Online shopping payment using phonepe HDFC Bank 0384,20414,shopping,upi,phonepe,,
netflix subscription ka ticket 3365 rs me lya cash se,3365,entertainment,cash,,,
Bus ticket INR 26515,26515,travel,card,,,
online online shopping payment se 29696 ka saman lya PhonePe se pay kya,29696,shopping,upi,phonepe,,
Medical test charges INR 35023,35023,healthcare,card,,,
home loan car loan credit card EMI monthly ₹42092 autopay bhim,42092,emi,upi,bhim,,
grocery vegetables milk bread ₹46887 paid card,46887,food,card,,,
Car loan EMI INR 24241,24241,emi,card,,,
Pharmacy medicine purchase INR 3619,3619,healthcare,card,,,
33505 rupay ka home loan emi installment card se diye,33505,emi,card,,,
Pharmacy medicine purchase INR 13162,13162,healthcare,card,,,
electronics shopping se 44069 rupye ka shopping kia card se,44069,shopping,card,,,
amazon flipkart myntra online shopping order ₹35282 card,35282,shopping,card,,,
uber ola cab ride airport train ticket ₹26596 card,26596,travel,card,,,
Crypto investment INR 37344 paid through CRED,37344,investment,upi,cred,,
gpay payment ₹37554 Netflix subscription,37554,entertainment,upi,gpay,,
petrol diesel fuel ₹8994 at pump cash,8994,travel,cash,,,
movie ticket booking dekha 12602 rupay lagaa Phone Pe se die,12602,entertainment,upi,phonepe,,
amazon flipkart myntra online shopping order ₹7349 card,7349,shopping,card,,,
movie ticket booking ka subscription 25505 rs cash se renew kiyaa,25505,entertainment,cash,,,
car loan emi ki EMI 42810 rs. card se bhara,42810,emi,card,,,
Car loan EMI INR 20666,20666,emi,card,,,
Paid ₹9720 to Fixed deposit investment using BHIM,9720,investment,upi,bhim,,
BHIM: Payment of ₹14160 to Flipkart order successful,14160,shopping,upi,bhim,,
Flight ticket booking INR 16591,16591,travel,upi,cred,,
21630 rupaiye friend ko UPI card se transfer,21630,friends,card,,,
Netflix subscription INR 34348,34348,entertainment,upi,cred,,
Paytm payment ₹21125 Movie ticket booking,21125,entertainment,upi,paytm,,
Cafe coffee INR 17961,17961,food,cash,,,
sent ₹8581 to friend on PhonePe split bill UPI,8581,friends,upi,phonepe,,
Rs. 6839 sent to Stock purchase via paytm UPI,6839,investment,upi,paytm,,
doctor ke yahan 45837 rupye laga GPay se diye,45837,healthcare,upi,gpay,,
test transaction do not process,,junk_tag,unknown,,,
aaj stock purchase me 47454 rupye lagaye card se,47454,investment,card,,,
Hospital bill INR 20024,20024,healthcare,cash,,,
aaj uber ride liyaa 47888 rupay Paytm se pay kiyaa,47888,travel,upi,paytm,,
paid back friend lent money ₹7060 BHIM,7060,friends,upi,bhim,,
Mutual fund SIP INR 36651,36651,investment,upi,bhim,,
netflix spotify hotstar subscription movie show ₹40367 phonepe,40367,entertainment,upi,phonepe,,
car loan emi ki EMI 43220 rupaye paytm se bhara,43220,emi,upi,paytm,,
hospital doctor pharmacy medicine diagnostic ₹39175 card,39175,healthcare,card,,,
Paid ₹25020 to Online shopping payment using BHIM,25020,shopping,upi,bhim,,
Hotel booking INR 2800,2800,travel,card,,,
41703 rupaiye ka pharmacy medicine purchase bill aaya card se pay kia,41703,healthcare,card,,,
netflix spotify hotstar subscription movie show ₹36845 card,36845,entertainment,card,,,
Pharmacy medicine purchase INR 20444,20444,healthcare,card,,,
aaj flight ticket booking liya 22491 rs. card se pay kiyaa,22491,travel,card,,,
restaurant bill me 9532 rs. ka khana khaya card se,9532,food,card,,,
Paid ₹30049 to Mobile recharge using cred,30049,utilities,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹35305 GPay,35305,healthcare,upi,gpay,,
Pharmacy medicine purchase INR 11970,11970,healthcare,cash,,,
Movie ticket booking INR 22657,22657,entertainment,upi,phonepe,,
home loan car loan credit card EMI monthly ₹20456 autopay card,20456,emi,card,,,
Stock purchase INR 41584,41584,investment,card,,,
Doctor consultation INR 19811,19811,healthcare,card,,,
bhai ko udhaar return 3619 rs CRED se,3619,friends,upi,cred,,
College fees payment INR 21790 paid through gpay HDFC Bank 1640,21790,education,upi,gpay,,
amazon flipkart myntra online shopping order ₹13109 card,13109,shopping,card,,,
school college tuition course books fees ₹26851 cash,26851,education,cash,,,
1348 rupye ka credit card emi installment paytm se diye,1348,emi,upi,paytm,,
Flipkart order INR 9631,9631,shopping,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹49415 card,49415,investment,card,,,
movie ticket booking ka ticket 20331 rs me liya cred se,20331,entertainment,upi,cred,,
school college tuition course books fees ₹36428 cash,36428,education,cash,,,
hospital doctor pharmacy medicine diagnostic ₹28190 cash,28190,healthcare,cash,,,
CRED: Payment of ₹23961 to Mobile recharge successful paid from account …0764,23961,utilities,upi,cred,,
Hospital bill INR 23576,23576,healthcare,upi,bhim,,
home loan car loan credit card EMI monthly ₹44991 autopay Phone Pe,44991,emi,upi,phonepe,,
exam fee ki fees 19878 rs. card se bhara,19878,education,card,,,
pizza delivery ka khana 20048 rupaiye me aaya cash se diye,20048,food,cash,,,
1074 rs ka doctor consultation bill aaya card se pay kya,1074,healthcare,card,,,
11497 rs friend ko UPI cred se transfer,11497,friends,upi,cred,,
train ticket irctc ka kiraya 1716 rs diye gpay se,1716,travel,upi,gpay,,
car loan emi EMI 24241 rupaiye kat gaye card se,24241,emi,card,,,
home loan car loan credit card EMI monthly ₹1521 autopay Google Pay,1521,emi,upi,gpay,,
fixed deposit investment ka SIP 19730 rupye card se bharaa,19730,investment,card,,,
electronics shopping se 40392 rs ka shopping kya card se,40392,shopping,card,,,
mutual fund SIP stocks PPF FD investment ₹24427 card,24427,investment,card,,,
5495 rs. kharcha kya concert ticket pe bhim se,5495,entertainment,upi,bhim,,
uber ride ka kiraya 32055 rupaye diye card se,32055,travel,card,,,
ola cab ki ticket 25492 rupaye me book kia card se,25492,travel,card,,,
Movie ticket booking INR 5635,5635,entertainment,cash,,,
₹18711 debited from your account for Neha (gpay UPI),18711,friends,upi,gpay,,
"zomato dinner pe 29022 ka bill tha, BHIM se pay kya",29022,food,upi,bhim,,
college fees payment ki fees 18106 rupaiye card se bharra,18106,education,card,,,
electricity water broadband mobile recharge bill ₹11631 card,11631,utilities,card,,,
school college tuition course books fees ₹13420 card,13420,education,card,,,
bus ticket ki ticket 34213 rs me book kya card se,34213,travel,card,,,
electronics shopping pe shopping kiya 16665 rupaye khrcha Paytm se,16665,shopping,upi,paytm,,
Amazon purchase INR 37171,37171,shopping,upi,gpay,,
netflix spotify hotstar subscription movie show ₹49238 card,49238,entertainment,card,,,
movie ticket booking ka subscription 16972 rs. Paytm se renew kiya,16972,entertainment,upi,paytm,,
Lunch at hotel INR 47169,47169,food,card,,,
electronics clothes purchase ₹8115 via card,8115,shopping,card,,,
!@#$%^&*(),five hundred,shopping_err,ccard,,,
hospital doctor pharmacy medicine diagnostic ₹1244 gpay,1244,healthcare,upi,gpay,,
home loan car loan credit card EMI monthly ₹2476 autopay card,2476,emi,card,,,
15311 rs. ka hospital bill bill aaya cash se pay kiyaa,15311,healthcare,cash,,,
Hotel booking INR 42220,42220,travel,card,,,
19333 rupaiye kharchaa kiyaa swiggy order pe GPay se,19333,food,upi,gpay,,
flight ticket booking ki ticket 32933 rupaye me book kiyaa BHIM se,32933,travel,upi,bhim,,
sent ₹8673 to friend on cash split bill UPI,8673,friends,cash,,,
Credit card EMI INR 8402,8402,emi,card,,,
"restaurant bill pe 31012 ka bill tha, GPay se pay kia",31012,food,upi,gpay,,
Hospital bill INR 23059,23059,healthcare,upi,cred,,
Electronics shopping INR 25089,25089,shopping,card,,,
doctor ke yahan 20785 rupaiye lgaa card se diye,20785,healthcare,card,,,
Swiggy order INR 46887,46887,food,card,,,
zomato dinner ka khana 19750 rupay me aaya CRED se diy,19750,food,upi,cred,,
home loan emi ki EMI 26404 rupaiye card se bharaa,26404,emi,card,,,
hospital doctor pharmacy medicine diagnostic ₹48996 cash,48996,healthcare,cash,,,
Rs. 11172 sent to Exam fee via CRED UPI,11172,education,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹2700 cred,2700,healthcare,upi,cred,,
loan ka car loan emi 11326 rupaiye card se pay kiya,11326,emi,card,,,
clothing store bill se 3023 rupaiye ka shopping kia card se,3023,shopping,card,,,
home loan car loan credit card EMI monthly ₹17920 autopay card,17920,emi,card,,,
Exam fee INR 42566,42566,education,upi,cred,,
Paid ₹28612 to Fixed deposit investment using phonepe,28612,investment,upi,phonepe,,
aaj hotel booking lia 33470 rs bhim se pay kiyaa,33470,travel,upi,bhim,,
flipkart order pe shopping kiya 19969 rs. kharch cred se,19969,shopping,upi,cred,,
netflix spotify hotstar subscription movie show ₹19176 card,19176,entertainment,card,,,
null,"1,000",error,ccard,,,
bike loan emi ki EMI 45008 rs. card se bharaa,45008,emi,card,,,
Paid ₹23773 to Medical test charges using bhim SBI 9502,23773,healthcare,upi,bhim,,
lunch dinner food order swiggy zomato restaurant meal ₹320 Phone Pe,320,food,upi,phonepe,,
College fees payment INR 38858,38858,education,card,,,
Gas bill payment INR 8499,8499,utilities,card,,,
amazon flipkart myntra online shopping order ₹27382 card,27382,shopping,card,,,
game purchase dekha 41404 rupay laga card se diye,41404,entertainment,card,,,
Mutual fund SIP INR 40850,40850,investment,upi,gpay,,
doctor consultation pe 31944 rupye kharcha hui davai pe card se,31944,healthcare,card,,,
Online shopping payment INR 23861,23861,shopping,card,,,
Fixed deposit investment INR 8386,8386,investment,upi,bhim,,
uber ride ka kiraya 10808 rs. diy Paytm se,10808,travel,upi,paytm,,
electricity water broadband mobile recharge bill ₹28275 bhim,28275,utilities,upi,bhim,,
electricity water broadband mobile recharge bill ₹21656 gpay,21656,utilities,upi,gpay,,
online amazon purchase se 43187 ka saman lya CRED se pay kiyaa,43187,shopping,upi,cred,,
Hotel booking INR 37064,37064,travel,upi,bhim,,
28137 rupay ka medical test charges bill aaya cred se pay kiyaa,28137,healthcare,upi,cred,,
21218 rupye ka hospital bill bill aaya card se pay kia,21218,healthcare,card,,,
Car loan EMI INR 34415,34415,emi,upi,gpay,,
Train ticket IRCTC INR 47449,47449,travel,card,,,
electricity water broadband mobile recharge bill ₹9182 BHIM,9182,utilities,upi,bhim,,
loan ka credit card emi 45012 rs Google Pay se pay kiyaa,45012,emi,upi,gpay,,
doctor ke yahan 14092 rupaye lagaa CRED se diy,14092,healthcare,upi,cred,,
mutual fund SIP stocks PPF FD investment ₹2958 PhonePe,2958,investment,upi,phonepe,,
Bike loan EMI INR 15301,15301,emi,card,,,
electricity water broadband mobile recharge bill ₹39529 CRED,39529,utilities,upi,cred,,
47141 rupaye stock purchase me daale Phone Pe se,47141,investment,upi,phonepe,,
gpay payment ₹24445 Vikram,24445,friends,upi,gpay,,
Zomato dinner INR 31188,31188,food,upi,gpay,,
grocery vegetables milk bread ₹11576 paid cash,11576,food,cash,,,
petrol diesel fuel ₹15542 at pump card,15542,travel,card,,,
uber ola cab ride airport train ticket ₹16122 card,16122,travel,card,,,
Mobile recharge INR 47125,47125,utilities,upi,gpay,,
"zomato dinner pe 37890 ka bill tha, cash se pay kiya",37890,food,cash,,,
aaj fixed deposit investment me 8551 rupaiye lagaye card se,8551,investment,card,,,
hospital doctor pharmacy medicine diagnostic ₹25171 CRED,25171,healthcare,upi,cred,,
cafe coffee me 17311 rupay ka khana khayaa card se,17311,food,card,,,
mutual fund SIP stocks PPF FD investment ₹32378 BHIM,32378,investment,upi,bhim,,
Library fee INR 23115,23115,education,card,,,
school college tuition course books fees ₹29019 card,29019,education,card,,,
padhai ke liye online course subscription pe 31262 rupay kharch kia cash se,31262,education,cash,,,
dost ko 23464 rupaiye CRED se bheje,23464,friends,upi,cred,,
school college tuition course books fees ₹44237 cash,44237,education,cash,,,
electricity water broadband mobile recharge bill ₹1830 Google Pay,1830,utilities,upi,gpay,,
sent ₹1958 to friend on gpay split bill UPI,1958,friends,upi,gpay,,
petrol diesel fuel ₹20156 at pump card,20156,travel,card,,,
Zomato dinner INR 36531,36531,food,upi,phonepe,,
library fee ka course 32182 rs me lia card se pay kia,32182,education,card,,,
netflix spotify hotstar subscription movie show ₹15580 cash,15580,entertainment,cash,,,
mutual fund SIP stocks PPF FD investment ₹30064 GPay,30064,investment,upi,gpay,,
petrol diesel fuel ₹47873 at pump cred,47873,travel,upi,cred,,
Restaurant bill INR 17395,17395,food,cash,,,
Rs. 9306 sent to Flight ticket booking via Phone Pe UPI,9306,travel,upi,phonepe,,
split bill 14376 rupaiye bhim se diy,14376,friends,upi,bhim,,
school college tuition course books fees ₹23579 BHIM,23579,education,upi,bhim,,
flight ticket booking ki ticket 35678 rupaye me book kia cred se,35678,travel,upi,cred,,
40385 rs ka order die online shopping payment pe bhim se,40385,shopping,upi,bhim,,
19385 rupay lagaa bus ticket me card se die,19385,travel,card,,,
Online course subscription INR 5925,5925,education,upi,cred,,
₹11899 debited from your account for PPF contribution (CRED UPI) HDFC Bank 5114,11899,investment,upi,cred,,
doctor consultation pe 40388 rupaiye kharch hui davai pe cash se,40388,healthcare,cash,,,
Pharmacy medicine purchase INR 22272,22272,healthcare,card,,,
petrol diesel fuel ₹18365 at pump cash,18365,travel,cash,,,
lunch at hotel ka khana 30962 rupaye me aaya cash se diy,30962,food,cash,,,
electricity water broadband mobile recharge bill ₹14403 Phone Pe,14403,utilities,upi,phonepe,,
netflix spotify hotstar subscription movie show ₹40182 cash,40182,entertainment,cash,,,
electricity water broadband mobile recharge bill ₹41644 GPay,41644,utilities,upi,gpay,,
kal raat dinner split 1172 rs. cred,1172,friends,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹44992 paytm,44992,healthcare,upi,paytm,,
₹5070 debited from your account for Mutual fund SIP (Paytm UPI),5070,investment,upi,paytm,,
Rs. 12047 sent to Online shopping payment via Phone Pe UPI paid from account …7085,12047,shopping,upi,phonepe,,
pharmacy medicine purchase pe 47062 rupaye kharcha hui davai pe card se,47062,healthcare,card,,,
mutual fund SIP stocks PPF FD investment ₹15679 Phone Pe,15679,investment,upi,phonepe,,
mobile recharge recharge kya 36416 rupaye bhim se,36416,utilities,upi,bhim,,
home loan car loan credit card EMI monthly ₹12386 autopay card,12386,emi,card,,,
8296 rupaye kharch kiya netflix subscription pe CRED se,8296,entertainment,upi,cred,,
Hospital bill INR 14908,14908,healthcare,card,,,
movie ticket booking dekha 19981 rs. lagaa BHIM se die,19981,entertainment,upi,bhim,,
lunch dinner food order swiggy zomato restaurant meal ₹29509 card,29509,food,card,,,
aaj water bill ka 2400 rupye ka bill CRED se bhara,2400,utilities,upi,cred,,
Water bill INR 1341,1341,utilities,upi,gpay,,
home loan car loan credit card EMI monthly ₹45975 autopay card,45975,emi,card,,,
restaurant bill me 36358 rs ka khana khayaa cash se,36358,food,cash,,,
Paid ₹8065 to Personal loan installment using GPay HDFC Bank 3799,8065,emi,upi,gpay,,
Paid ₹20320 to Water bill using CRED,20320,utilities,upi,cred,,
35489 rupye ka medical test charges bill aaya card se pay kia,35489,healthcare,card,,,
4584 rs. friend ko UPI gpay se transfer,4584,friends,upi,gpay,,
personal loan installment ki EMI 2637 rupaiye card se bharra,2637,emi,card,,,
Clothing store bill INR 27824,27824,shopping,card,,,
Game purchase INR 36837,36837,entertainment,upi,paytm,,
doctor consultation pe 32193 rupay karcha hui davai pe card se,32193,healthcare,card,,,
home loan car loan credit card EMI monthly ₹27644 autopay Paytm,27644,emi,upi,paytm,,
Exam fee INR 2449,2449,education,upi,cred,,
Paid ₹18669 to Ola cab using CRED,18669,travel,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹44228 cash,44228,food,cash,,,
Paid ₹24853 to Ananya using BHIM,24853,friends,upi,bhim,,
amazon flipkart myntra online shopping order ₹16665 paytm,16665,shopping,upi,paytm,,
mutual fund SIP stocks PPF FD investment ₹36370 card,36370,investment,card,,,
mutual fund SIP stocks PPF FD investment ₹16524 gpay,16524,investment,upi,gpay,,
online shopping payment se 13266 rs. ka shopping kiya card se,13266,shopping,card,,,
flipkart order se 9631 rs ka shopping kya PhonePe se,9631,shopping,upi,phonepe,,
Paid ₹28378 to Train ticket IRCTC using CRED,28378,travel,upi,cred,,
amazon flipkart myntra online shopping order ₹1638 gpay,1638,shopping,upi,gpay,,
Electricity bill payment INR 5297,5297,utilities,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹7235 cash,7235,food,cash,,,
electronics clothes purchase ₹41328 via cash,41328,shopping,cash,,,
Pharmacy medicine purchase INR 23609,23609,healthcare,card,,,
stock purchase me 30624 rupay invest kiyaa card se,30624,investment,card,,,
CRED payment ₹10299 Personal loan installment HDFC Bank 0554,10299,emi,upi,cred,,
amazon flipkart myntra online shopping order ₹9771 card,9771,shopping,card,,,
netflix spotify hotstar subscription movie show ₹5692 phonepe,5692,entertainment,upi,phonepe,,
bhai ko udhaar return 286 rs. CRED se,286,friends,upi,cred,,
sent ₹23390 to friend on cred split bill UPI,23390,friends,upi,cred,,
paytm payment ₹43998 Stock purchase,43998,investment,upi,paytm,,
netflix spotify hotstar subscription movie show ₹38600 BHIM,38600,entertainment,upi,bhim,,
Library fee INR 7653,7653,education,card,,,
clothing store bill pe shopping kiyaa 15482 rupaye kharch card se,15482,shopping,card,,,
petrol diesel fuel ₹42708 at pump cash,42708,travel,cash,,,
Personal loan installment INR 31097,31097,emi,upi,gpay,,
Flipkart order INR 48091,48091,shopping,upi,bhim,,
Paid ₹49959 to Online shopping payment using CRED,49959,shopping,upi,cred,,
College fees payment INR 8192,8192,education,upi,cred,,
uber ride ki ticket 31505 rupaye me book kia cash se,31505,travel,cash,,,
Mutual fund SIP INR 17689,17689,investment,upi,phonepe,,
Messy outlier tx paypal,-5000,junk_tag,csh,,,
grocery vegetables milk bread ₹18686 paid cash,18686,food,cash,,,
Flipkart order INR 13775,13775,shopping,card,,,
Rs. 14126 sent to Credit card EMI via gpay UPI,14126,emi,upi,gpay,,
loan ka home loan emi 26332 rupay card se pay kia,26332,emi,card,,,
Rs. 16569 sent to Pharmacy medicine purchase via Paytm UPI,16569,healthcare,upi,paytm,,
home loan car loan credit card EMI monthly ₹49835 autopay PhonePe,49835,emi,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹44672 card,44672,investment,card,,,
electricity water broadband mobile recharge bill ₹19686 BHIM,19686,utilities,upi,bhim,,
Paid ₹23560 to Library fee using PhonePe,23560,education,upi,phonepe,,
Medical test charges INR 41351,41351,healthcare,card,,,
uber ola cab ride airport train ticket ₹1116 card,1116,travel,card,,,
mutual fund SIP stocks PPF FD investment ₹24961 card,24961,investment,card,,,
Internet recharge INR 46052,46052,utilities,card,,,
Flight ticket booking INR 13097,13097,travel,card,,,
Ola cab INR 48597,48597,travel,card,,,
amazon flipkart myntra online shopping order ₹47561 card,47561,shopping,card,,,
train ticket irctc ka kiraya 1416 rs. die BHIM se,1416,travel,upi,bhim,,
school college tuition course books fees ₹16296 card,16296,education,card,,,
Exam fee INR 26811,26811,education,upi,bhim,,
electricity water broadband mobile recharge bill ₹14526 BHIM,14526,utilities,upi,bhim,,
school college tuition course books fees ₹35316 card,35316,education,card,,,
uber ride ka kiraya 9791 rupay diyee card se,9791,travel,card,,,
₹11782 debited from your account for Lunch at hotel (CRED UPI),11782,food,upi,cred,,
1923 rs. ka personal loan installment installment card se die,1923,emi,card,,,
Paid ₹858 to Internet recharge using CRED,858,utilities,upi,cred,,
home loan car loan credit card EMI monthly ₹6376 autopay card,6376,emi,card,,,
uber ride ki ticket 15676 rupaiye me book kia card se,15676,travel,card,,,
netflix subscription ka subscription 17282 rs. Google Pay se renew kia,17282,entertainment,upi,gpay,,
hospital doctor pharmacy medicine diagnostic ₹41383 GPay,41383,healthcare,upi,gpay,,
Rs. 18516 sent to Library fee via cred UPI paid from account …1259,18516,education,upi,cred,,
Restaurant bill INR 7341,7341,food,cash,,,
home loan car loan credit card EMI monthly ₹10433 autopay BHIM,10433,emi,upi,bhim,,
doctor ke yahan 483 rupay laga cash se diyee,483,healthcare,cash,,,
bus ticket ki ticket 945 rs. me book kya cash se,945,travel,cash,,,
amazon flipkart myntra online shopping order ₹28722 paytm,28722,shopping,upi,paytm,,
44279 rupaiye ka home loan emi installment card se diy,44279,emi,card,,,
uber ola cab ride airport train ticket ₹31493 card,31493,travel,card,,,
split bill 11321 rupaye cash se diy,11321,friends,cash,,,
electricity water broadband mobile recharge bill ₹34487 cash,34487,utilities,cash,,,
electricity water broadband mobile recharge bill ₹24310 card,24310,utilities,card,,,
Crypto investment INR 1449,1449,investment,card,,,
home loan car loan credit card EMI monthly ₹21668 autopay CRED,21668,emi,upi,cred,,
Medical test charges INR 25798,25798,healthcare,card,,,
Paid ₹2411 to Bike loan EMI using BHIM paid from account …2317,2411,emi,upi,bhim,,
aaj mutual fund sip me 35977 rupye lagaye card se,35977,investment,card,,,
39327 rupaiye ppf contribution me daale CRED se,39327,investment,upi,cred,,
"zomato dinner pe 12503 ka bill tha, cred se pay kiya",12503,food,upi,cred,,
26970 rupaye ka car loan emi installment card se diye,26970,emi,card,,,
school college tuition course books fees ₹44728 card,44728,education,card,,,
sent ₹1241 to friend on CRED split bill UPI,1241,friends,upi,cred,,
18341 rs khrcha kia cafe coffee pe card se,18341,food,card,,,
Electricity bill payment INR 20046,20046,utilities,upi,bhim,,
College fees payment INR 45952,45952,education,upi,phonepe,,
hotel booking ka kiraya 6247 rupay diyee GPay se,6247,travel,upi,gpay,,
PhonePe payment ₹12804 split dinner group,12804,friends,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹41031 card,41031,investment,card,,,
dost ko 8876 rupay Google Pay se bheje,8876,friends,upi,gpay,,
school college tuition course books fees ₹12267 card,12267,education,card,,,
library fee ki fees 24502 rupay card se bhra,24502,education,card,,,
"restaurant bill pe 36021 ka bill tha, phonepe se pay kya",36021,food,upi,phonepe,,
Medical test charges INR 43351,43351,healthcare,upi,gpay,,
movie ticket booking ka subscription 10089 rs. cred se renew kiya,10089,entertainment,upi,cred,,
mutual fund SIP stocks PPF FD investment ₹16723 bhim,16723,investment,upi,bhim,,
Doctor consultation INR 37569,37569,healthcare,card,,,
online amazon purchase se 2502 ka saman lia card se pay kia,2502,shopping,card,,,
hospital doctor pharmacy medicine diagnostic ₹22662 card,22662,healthcare,card,,,
school college tuition course books fees ₹45907 Phone Pe,45907,education,upi,phonepe,,
birthday gift money transfer friend ₹3800 via GPay,3800,friends,upi,gpay,,
mutual fund SIP stocks PPF FD investment ₹18793 card,18793,investment,card,,,
hospital doctor pharmacy medicine diagnostic ₹32444 cash,32444,healthcare,cash,,,
aaj fixed deposit investment me 26018 rs lagaye GPay se,26018,investment,upi,gpay,,
Netflix subscription INR 25649,25649,entertainment,upi,phonepe,,
49578 rupye khrcha kiyaa netflix subscription pe card se,49578,entertainment,card,,,
loan ka credit card emi 42596 rupay card se pay kiyaa,42596,emi,card,,,
14256 rupye friend ko UPI Paytm se transfer,14256,friends,upi,paytm,,
Transaction successful — ₹300 to Restaurant bill via PhonePe UPI,300,food,upi,phonepe,,
electronics clothes purchase ₹8697 via cash,8697,shopping,cash,,,
Phone Pe payment ₹11657 Flipkart order,11657,shopping,upi,phonepe,,
Stock purchase INR 49415,49415,investment,card,,,
Game purchase INR 48130,48130,entertainment,upi,phonepe,,
internet recharge recharge kya 26562 rupay card se,26562,utilities,card,,,
crypto investment ka SIP 34201 rupay card se bhra,34201,investment,card,,,
exam fee ka course 47450 rupaiye me liyaa card se pay kiyaa,47450,education,card,,,
Movie ticket booking INR 39259,39259,entertainment,upi,bhim,,
Flipkart order INR 21042 paid through Phone Pe,21042,shopping,upi,phonepe,,
Movie ticket booking INR 13406,13406,entertainment,card,,,
paytm: Payment of ₹7023 to Bike loan EMI successful,7023,emi,upi,paytm,,
Rs. 35972 sent to Home loan EMI via phonepe UPI,35972,emi,upi,phonepe,,
doctor ke yahan 49627 rupaye lagaa card se die,49627,healthcare,card,,,
Water bill INR 48547,48547,utilities,upi,phonepe,,
lunch dinner food order swiggy zomato restaurant meal ₹5891 CRED,5891,food,upi,cred,,
Car loan EMI INR 22602,22602,emi,upi,paytm,,
birthday gift money transfer friend ₹3901 via bhim,3901,friends,upi,bhim,,
mobile recharge recharge kiyaa 9465 rupaiye CRED se,9465,utilities,upi,cred,,
petrol diesel fuel ₹9334 at pump card,9334,travel,card,,,
Hospital bill INR 531,531,healthcare,upi,gpay,,
Transaction successful — ₹43351 to Medical test charges via GPay UPI,43351,healthcare,upi,gpay,,
kal raat dinner split 14431 rupay BHIM,14431,friends,upi,bhim,,
netflix spotify hotstar subscription movie show ₹46371 card,46371,entertainment,card,,,
